author name,tokenized_sentence
Humayun Ahmed,কোত্থেকে জোগাড় করেছে কে জানে।
Humayun Ahmed,চিবুকের কাছে অল্প দাড়ি মতিন।
Humayun Ahmed,"সাহেব গান মুখে নিয়ে বললেন--

দাড়ি রাখছ নাকি ইদ্রিস ?"
Humayun Ahmed,ইদ্রিস জবাব দিল না।
Humayun Ahmed,দাড়ি রেখে ভালই করেছ।
Humayun Ahmed,"যে দিকে বাতাস, সেই দিকেই পাল তুলতে হয়।"
Humayun Ahmed,পান কত ?
Humayun Ahmed,দেন যা ইচ্ছা।
Humayun Ahmed,ইদ্রিসের গলার স্বরে স্পষ্ট বৈরাগ্য।
Humayun Ahmed,যেন পানের দাম না দিলেও তার কিছু আসে যায় না।
Humayun Ahmed,মতিন সাহেব একটা সিকি ফেলে খানিকটা এগিয়ে গেলেন।
Humayun Ahmed,নিউ পল্টন লাইনের এই গলিটায় বেশ কয়েকটি দোকান ।
Humayun Ahmed,কিন্তু মডার্ন সেলুন এবং পাশের ঘরটি ছাড়া সবই বন্ধ।
Humayun Ahmed,তিনি মডান সেলুনে ঢুকে পড়লেন।
Humayun Ahmed,রাস্তায় হাঁটাহাঁটি করার চেয়ে সেলুনে চুল কাটা নিয়ে ব্যস্ত থাকা ভাল।
Humayun Ahmed,সেলুনটা এক সময় মস্তান ছেলে পুলেদের আড্ডাখানা ছিল।
Humayun Ahmed,লম্বা চুলের চার পাঁচটা ছেলে সার্টের বুকের বোতাম খুলে বেঞ্চির উপর বসে থাকত।
Humayun Ahmed,সেলুনের একটা এক ব্যান্ড ট্রানজিস্টার সারাক্ষণই বাজত।
Humayun Ahmed,ট্রানজিস্টারের ব্যাটারীর খরচ দিতে গিয়েই সেলুন লাটে ওঠার কথা।
Humayun Ahmed,কিন্তু তা ওঠে নি।
Humayun Ahmed,রমরমা ব্যাবসা করেছে।
Humayun Ahmed,আজ অবশ্যি জনশূন্য।
Humayun Ahmed,তবে ট্রানজিস্টার বাজছে।
Humayun Ahmed,আগের মত ফুল ভালুমে নয়।
Humayun Ahmed,দেশাত্মবোধক গান।
Humayun Ahmed,কথা ও সুর নজিবুল হক।
Humayun Ahmed,মতিন সাহেব বেশ মন দিয়েই গান শুনতে লাগলেন।
Humayun Ahmed,তবে চোখ রাখলেন রাস্তার ওপর।
Humayun Ahmed,চুলটা একটু ছোট কর।
Humayun Ahmed,নাপিত ছেলেটি বিস্মিত হল।
Humayun Ahmed,সে এঁর চুল গত বুধবারেই কেটেছে।
Humayun Ahmed,আজ আরেক বুধবার।
Humayun Ahmed,এক সপ্তাহে চুল বাড়ে দুই সুতা।
Humayun Ahmed,তার জন্যে কেউ চুল কাটাতে আসে না।
Humayun Ahmed,স্যার চুল কাটবেন ?
Humayun Ahmed,হুঁ।
Humayun Ahmed,পিছনের দিকে একটু ছোট কর।
Humayun Ahmed,নাপিতের কাঁচি যন্ত্রের মত খট খট করতে লাগল।
Humayun Ahmed,মতিন সাহেব বললেন-- দেশের হালচাল কি ?
Humayun Ahmed,ভালই ।
Humayun Ahmed,চুল কাটাতে এলে এই ছোকরার কথার যন্ত্রণার অস্থির হতে হত।
Humayun Ahmed,কথা শুনতে তাঁর খারাপ লাগে না।
Humayun Ahmed,কিন্তু এই ছোকরা কথা বলার সময় থুথুর ছিটে এসে লাগে।
Humayun Ahmed,আজ সে নিশ্চুপ।
Humayun Ahmed,থুথু গায়ে লাগার কোনো আশঙ্কাই নেই ।
Humayun Ahmed,"দাম দেবার সময় তিনি জিজ্ঞেস করলেন, 'রাত দিন ট্রানজিস্টার চালাও কিভাবে?"
Humayun Ahmed,ব্যাটারীর তো মেলা দাম।
Humayun Ahmed,নাপিত ছোকরা জবাব দিল না।
Humayun Ahmed,গম্ভীর মুখে টাকা ফেরত দিয়ে বেঞ্চির ওপর পা তুলে বসে রইল।
Humayun Ahmed,"মতিন সাহেব বললেন, 'আজ কা"" ক'টা থেকে জান নাকি?"
Humayun Ahmed,"এক ঘন্টা পিছিয়ে দিল, ব্যাপারটা কি ?"
Humayun Ahmed,"ঝামেলা নাই, গণ্ডগোল নাই—কাফু ও নাই ।"
Humayun Ahmed,তা তো ঠিকই।
Humayun Ahmed,"এখন হয়েছে ছ'টা, তারপর হবে সাতটা।"
Humayun Ahmed,"তারপর আটটা, কি বল ?"
Humayun Ahmed,তিনি কোন উত্তয় পেলেন না।
Humayun Ahmed,ছেলেটা ঠাণ্ডা চোখে তাকিয়ে আছে।
Humayun Ahmed,আজকাল কেউ বাড়তি কথা বলতে চায় না।
Humayun Ahmed,"চেনা মানুষদের কাছেও
না।"
Humayun Ahmed,রোদ উঠেছে কড়া এবং ঝাঁঝালো।
Humayun Ahmed,কিন্তু এই কড়া রোদেও তাঁর কেমন শীত শীত করতে লাগল।
Humayun Ahmed,তিনি ইদ্রিস মিয়ার দোকানের সামনে দ্বিতীয়বার এসে দাঁড়ালেন।
Humayun Ahmed,মনে করতে চেষ্টা করলেন ঘরে যথেষ্ট সিগারেট আছে কি না।
Humayun Ahmed,পাঁচটার পর কোথাও কিছু পাওয়া যাবে না।
Humayun Ahmed,গত সোমবারে সিগারেটের অভাবে খুব কষ্ট করেছেন।
Humayun Ahmed,"রাত ন'টার সময় বিস্তি এসে বলল, সিগারেটের প্যাকেট খুইজ্যা পাই না।"
Humayun Ahmed,"কি সর্বনাশ, বলে কি !"
Humayun Ahmed,তাঁর মাথায় রক্ত উঠে গেল।
Humayun Ahmed,অমানিশি কাটবে কিভাবে ?
Humayun Ahmed,এটা ফ্ল্যাট বাড়ি না।
Humayun Ahmed,ফ্ল্যাট বাড়ি হলে অন্যদের কাছে খোঁজ করা যেত।
Humayun Ahmed,"তবু তিনি রাত দশটার সময় পাঁচিলের কাছে দাঁড়িয়ে পাশের বাড়ির উকিল সাহেবকে চিকন সুরে ডাকতে লাগলেন—ফরিদউদ্দিন সাহেব, ফরিদউদ্দিন সাহেব, সিগারেট আছে ?"
Humayun Ahmed,সুরমা এসে তাঁকে টেনে ভেতরে নিয়ে গেলেন।
Humayun Ahmed,"রেগে আগুন হয়ে বললেন, 'মাথা কি খারাপ হয়ে গেছে ?"
Humayun Ahmed,একটা রাত সিগারেট না ফুঁকলে কী হয় ?
Humayun Ahmed,মতিন সাহেব মানিব্যাগ খুললেন ।
Humayun Ahmed,ইদ্রিস মিয়া তার দোকানে আগর বাতি জ্বালিয়েছে।
Humayun Ahmed,সব দোকানদারদের মধ্যে এই একটি নতুন অভ্যেস দেখা যাচ্ছে।
Humayun Ahmed,আগরবাতি জ্বালানো।
Humayun Ahmed,আগে কেউ কেউ সন্ধ্যাবেলা জ্বালাতো ।
Humayun Ahmed,এখন প্রায় সারাদিনই জ্বলে।
Humayun Ahmed,আগরবাতির গন্ধ মৃত্যুর কথা মনে করিয়ে দেয়।
Humayun Ahmed,মতিনউদ্দিন সাহেব অস্বস্তি বোধ করতে লাগলেন।
Humayun Ahmed,"ইদ্রিস, দুই প্যাকেট ক্যাপস্টান দাও।"
Humayun Ahmed,ইদ্রিস সিগাটের বের করল।
Humayun Ahmed,দাম এক টাকা বেশি নিল।
Humayun Ahmed,সিগারেটের দাম চড়েছে।
Humayun Ahmed,ছেলে ছোকরারা এখন সারাদিন ঘরে বসে থাকে এবং সিগারেট ফোঁকে।
Humayun Ahmed,এ ছাড়া কি আর করবে ?
Humayun Ahmed,দুটা ম্যাচও দাও ।
Humayun Ahmed,"ইদ্রিস মিয়া ম্যাচ দিতে দিতে বলল, ""আফনে কাউরে খুজতেছেন ?"
Humayun Ahmed,তিনি চমকে উঠলেন।
Humayun Ahmed,বলে কি এই ব্যাটা।
Humayun Ahmed,টের পেল কি ভাবে ?
Humayun Ahmed,কারে খুজেন ?
Humayun Ahmed,"আরে না, কাকে খুঁজব ?"
Humayun Ahmed,চুল কাটতে গিয়েছিলাম।
Humayun Ahmed,চুল একটু বড় হলেই আমার অসহ্য লাগে ।
Humayun Ahmed,তিনি বাড়ির দিকে রওনা হলেন।
Humayun Ahmed,গোরস্তান ঘেঁসে রাস্তা গিয়েছে।
Humayun Ahmed,সে জন্যেই কি গা ছম ছম করে ?
Humayun Ahmed,না অন্য কোনো কারণ আছে ?
Humayun Ahmed,একটা কটু গন্ধ আসছে।
Humayun Ahmed,নিউ পল্টন লাইনের লোকজনদের ধারণা বর্ষাকালে এই গন্ধ পাওয়া যায়।
Humayun Ahmed,লাশ পচে গন্ধ ছড়ায়।
Humayun Ahmed,এখন বর্ষাকাল।
Humayun Ahmed,গোরস্তানের পাশে বাড়ি ভাড়া নেয়াটা ভুল হয়েছে।
Humayun Ahmed,বিরাট ভুল ।
Humayun Ahmed,বিন্তি গেটের কাছে দাঁড়িয়ে ছিল।
Humayun Ahmed,মতিন সাহেবকে দেখে সে দাঁত বের করে হাসল ।
Humayun Ahmed,এই মেয়েটার হাসি-রোগ আছে।
Humayun Ahmed,যখন তখন যার তার দিকে তাকিয়ে হাসবে।
Humayun Ahmed,অভদ্রের চূড়ান্ত।
Humayun Ahmed,কড়া ধমক দিতে হয়।
Humayun Ahmed,তিনি ধমক দিতে গিয়েও দিলেন না।
Humayun Ahmed,সোজা ঘরে ঢুকে খেতে বসলেন ।
Humayun Ahmed,সুরমাও বসেছেন।
Humayun Ahmed,কিন্তু তিনি কিছু খাচ্ছেন না।
Humayun Ahmed,ঝগড়া-টগড়ার পর তিনি খাওয়া দাওয়া আলাদা করেন।
Humayun Ahmed,মাঝে মাঝে করেনও না ।
Humayun Ahmed,"মতিন সাহেব ভাত মাখাতে মাখাতে বললেন, আজ কার্ফ পাঁচটা থেকে।"
Humayun Ahmed,"সুরমা তীক্ষ্ণ কণ্ঠে বললেন, 'তাতে কি?"
Humayun Ahmed,এমনি বললাম।
Humayun Ahmed,কথার কথা ।
Humayun Ahmed,আজ অফিসে গেলে না কেন ?
Humayun Ahmed,শরীরটা ভাল না।
Humayun Ahmed,"একটা সত্যি কথা বলতো, কেউ কি আসবে ?"
Humayun Ahmed,তিনি বিষম খেলেন।
Humayun Ahmed,পানি টানি খেয়ে ঠাণ্ডা হতে তাঁর সময় লাগল ।
Humayun Ahmed,সুরমা তাকিয়ে আছেন।
Humayun Ahmed,তাঁর মুখ কঠিন।
Humayun Ahmed,মতিন সাহেব ছোট্ট একটি নিঃশ্বাস ফেললেন।
Humayun Ahmed,একসময় সুরমার এই মুখ খুব কোমল ছিল।
Humayun Ahmed,কথায় কথায় রাগ করে কেঁদে ভাসাতো।
Humayun Ahmed,একবার তাঁকে এক সপ্তাহের জন্যে রাজশাহী যেতে হবে।
Humayun Ahmed,"সুরমা গম্ভীর হয়ে আছে, কথা টথা বলছে না।"
Humayun Ahmed,রওনা হবার আগে আগে এমন কান্না!
Humayun Ahmed,মতিন সাহেব বড় লজ্জার মধ্যে পড়ে গিয়েছিলেন।
Humayun Ahmed,বাড়ি ভর্তি লোকজন।
Humayun Ahmed,এদের মধ্যে মেজো ভাবীও আছেন।
Humayun Ahmed,মেজো ভাবীর মুখ খুব আলগা।
Humayun Ahmed,তিনি নিচু গলায় বাজে ধরনের একটা রসিকতা করলেন।
Humayun Ahmed,কি অস্বস্তি।
Humayun Ahmed,পঁচিশ বছর আগেকার কথা।
Humayun Ahmed,পঁচিশ বছর খুব কি দীর্ঘ সময় ?
Humayun Ahmed,এই সময়ের মধ্যে একটি কোমল মুখ চিরদিনের জন্যে কঠিন হয়ে যায় !
Humayun Ahmed,"কি, কথা বলছ না কেন ?"
Humayun Ahmed,কি বলব ?
Humayun Ahmed,কারোর কি আসার কথা ?
Humayun Ahmed,আরে না।
Humayun Ahmed,কে আসবে ?
Humayun Ahmed,সত্যি করে বল ।
Humayun Ahmed,"মতিন সাহেব থেমে থেমে বললেন, ইয়ে- আমার এক দূর সম্পর্কের আত্মীয়।"
Humayun Ahmed,কে সে ?
Humayun Ahmed,তুমি চিনবে না।
Humayun Ahmed,"তোমার আত্মীয় আর আমি চিনব না, কি বলছ এ সব?"
Humayun Ahmed,"দেখা সাক্ষাৎ নেই তো, আমি নিজেই ভাল করে চিনি না ।"
Humayun Ahmed,তুমি নিজেও চেন না ?
Humayun Ahmed,সুরমার কপালে ভাঁজ পড়ল।
Humayun Ahmed,মতিন সাহেব অস্বস্থি বোধ করতে লাগলেন।
Humayun Ahmed,"তিনি মৃদু স্বরে বললেন—
: দুই একদিন থাকবে, তারপর চলে যাবে।"
Humayun Ahmed,নাও আসতে পারে।
Humayun Ahmed,ঠিক নেই কিছু।
Humayun Ahmed,না আসারই সম্ভাবনা ।
Humayun Ahmed,সে করে কি ?
Humayun Ahmed,জানি না।
Humayun Ahmed,জানি না মানে ?
Humayun Ahmed,বললাম তো আমি নিজেও চিনি না ভাল করে।
Humayun Ahmed,যোগাযোগ নেই।
Humayun Ahmed,মতিন সাহেব উঠে পড়লেন।
Humayun Ahmed,"সাধারণত ছুটির দিনগুলোতে তিনি খাওয়া দাওয়ার পর গল্পের বই পড়তে পড়তে ঘুমিয়ে পড়েন ৷ আজ ছুটির দিন নয়, কিন্তু তিনি অফিসে যান নি।"
Humayun Ahmed,কাজেই দিনটিকে ছুটির দিন হিসেবেই ধরা যেতে পারে।
Humayun Ahmed,তাঁর উচিত একটা বই নিয়ে বিছানায় চলে যাওয়া।
Humayun Ahmed,তিনি তা করলেন না।
Humayun Ahmed,বই হাতে বারান্দার ইজিচেয়ারে বসলেন।
Humayun Ahmed,চোখ রাস্তার দিকে।
Humayun Ahmed,দিনের আলো কমে আসছে।
Humayun Ahmed,আকাশে মেঘ জমতে শুরু করেছে।
Humayun Ahmed,পর পর কয়েক দিন খটখটে রোদ গিয়েছে।
Humayun Ahmed,এখন আবার কয়েক দিন ক্রমাগত বৃষ্টি হবার কথা।
Humayun Ahmed,বাড়ির ভেতরে সুরমা বসেছে তার সেলাই মেশিন নিয়ে।
Humayun Ahmed,বিশ্রী ঘটাং ঘটাং শব্দ হচ্ছে।
Humayun Ahmed,মতিন সাহেবের ঘুম পেয়ে গেল।
Humayun Ahmed,হাতে ধরে থাকা বইটির লেখাগুলো ঝাপসা হয়ে উঠছে।
Humayun Ahmed,ঝাপসা এবং অস্পষ্ট।
Humayun Ahmed,রোদ নেই একেবারেই।
Humayun Ahmed,আকাশে মেঘের ঘনঘটা।
Humayun Ahmed,"বৃষ্টি হবে, জোর বৃষ্টি হবে।"
Humayun Ahmed,তিনি বই বন্ধ করে আকাশের দিকে তাকালেন ।
Humayun Ahmed,"নোটটা বদলাইয়া দেন আফা, ছিড়া নোট।"
Humayun Ahmed,অরুর গা বেয়ে শীতল স্রোত বয়ে গেল।
Humayun Ahmed,কুড়ি টাকার একটা নোটই তার কাছে আছে।
Humayun Ahmed,ছেড়া নোট বদলাবে কোত্থেকে ?
Humayun Ahmed,"অরু গলার স্বর স্বাভাবিক রাখার প্রাণপণ চেষ্টা করতে করতে বলল, কই দেখি নোটটা ?"
Humayun Ahmed,রিকশাওয়ালার মুখে অহংকার মেশানো বিজয়ীর হাসি।
Humayun Ahmed,ছেড়া নোটটা আবিষ্কার করে সে খুব খুশী ।
Humayun Ahmed,যেন সে ক্রিস্টফার কলম্বাস।
Humayun Ahmed,আমেরিকা আবিষ্কার করে ফেলেছে ।
Humayun Ahmed,"অরু বলল, কই আমি তো ছেড়া দেখছি না।"
Humayun Ahmed,"রিকশাওয়ালা তচ্ছিল্যের ভঙ্গি করে বলল, নজর দিয়া দেহেন।"
Humayun Ahmed,অরু ‘নজর' দিয়ে দেখল।’
Humayun Ahmed,হ্যাঁ ছেড়া।
Humayun Ahmed,ছিড়ে দুখণ্ড করা।
Humayun Ahmed,স্কচ টেপ দিয়ে এত সাবধানে জোড়া লাগানো যে রিকশাওয়ালা ছাড়া অন্য কারো বোঝার উপায় নেই ।
Humayun Ahmed,"কি আফা বিশ্বাস হইলঅরু ক্ষীণ গলায় বলল, শোন, আমার কাছে আর কোন টাকা নেই।"
Humayun Ahmed,এই একটাই নোট।
Humayun Ahmed,তুমি এক কাজ কর পুরোটাই নিয়ে যাও ।
Humayun Ahmed,ছিড়া নোট নিয়া ফায়দা কি ?
Humayun Ahmed,ফায়দা আছে।
Humayun Ahmed,গুলিস্তানে ছেড়া নোট বদলে নেয়।
Humayun Ahmed,দু'টাকা বাটা রাখবে।
Humayun Ahmed,কুড়ি টাকার বদলে তুমি পাবে আঠারো টাকা ।
Humayun Ahmed,দশ টাকা লাভ।
Humayun Ahmed,‘আমার লাভের দরকার নাই ।’
Humayun Ahmed,এখন আমি টাকা পাব কোথায় ?
Humayun Ahmed,বলেছি না আমার কাছে একটাই নোট !
Humayun Ahmed,“টাকা পয়সা না নিয়া রিকশাতে উঠেন ক্যান ?”
Humayun Ahmed,“টাকা পয়সা না নিয়া রিকশাতে উঠেন ক্যান ?”
Humayun Ahmed,ভুল করে উঠি।
Humayun Ahmed,তুমি ভুল কর না ?
Humayun Ahmed,মাঝে মাঝে বৃষ্টির দিনে প্লাস্টিকের পর্দা ছাড়া চলে আস না ?
Humayun Ahmed,যুক্তি রিকশাওয়ালাকে কাবু করল না।
Humayun Ahmed,সে ক্রুদ্ধ ভঙ্গিতে তাকিয়ে রইল।
Humayun Ahmed,"অরু বলল, আচ্ছা ঠিক আছে তুমি মিনিট দশেক অপেক্ষা কর।"
Humayun Ahmed,তোমাকে ভাল নোট দেব।
Humayun Ahmed,রিকশার সিটে বসে আরাম করে চা খাও।
Humayun Ahmed,ফ্লাক্সে করে এক ছেলে ঘুরে ঘুরে চা বিক্রি করছে।
Humayun Ahmed,"অরু তাকে ডেকে বলল, তুমি এই রিকশাওয়ালাকে এক কাপ চা দাও।"
Humayun Ahmed,রিকশাওয়ালা খানিকটা হকচকিয়ে গেল।
Humayun Ahmed,এই জাতীয় পরিস্থিতির মুখোমুখি সে এর আগে হয় নি।
Humayun Ahmed,অরু ঘড়ি দেখল - চারটা সাত ।
Humayun Ahmed,"কাটায় কাটায় চারটার সময় তার আসার কথা, সে তাই এসেছে।"
Humayun Ahmed,মুহিবের খোঁজ নেই।
Humayun Ahmed,সে মনে হয় আজও দেরি করবে।
Humayun Ahmed,আজকের দিনটিতেও সে কি সময় মত আসবে না ?
Humayun Ahmed,কুড়ি একুশ বছরের একটি মেয়ের জন্যে একা একা অপেক্ষা করা যে কি যন্ত্রনা তা ক'জন জানে ?
Humayun Ahmed,"সেজেগুজে একা দাড়িয়ে থাকা মেয়ের দিকে সবাই খানিকটা কৌতুহল, খানিকটা করুণা এবং খানিকটা তাচ্ছিল্য নিয়ে তাকায়।"
Humayun Ahmed,বুড়োরা এমন ভঙ্গি করে যেন দেশ রসাতলে যাচ্ছে।
Humayun Ahmed,সংসদ ভবনের এই রাস্তাটা এখন বলতে গেলে বুড়োদের দখলে।
Humayun Ahmed,সকাল বিকাল এদের দেখা যায় হাঁটাহাঁটি করছে ।
Humayun Ahmed,স্বাস্থ্য রক্ষা।
Humayun Ahmed,যে করেই হোক আরো কিছুদিন বাঁচতে হবে।
Humayun Ahmed,সমাজের অনাচার দেখে নাক সিঁটকাতে হবে।
Humayun Ahmed,কিছুতেই মরা চলবে না ।
Humayun Ahmed,রিকশাওয়ালা চা খেতে খেতে তীক্ষ্ণ দৃষ্টিতে অরুকে দেখছে।
Humayun Ahmed,এও এক যন্ত্রনা।
Humayun Ahmed,একজন কেউ তাকিয়ে থাকলে কিছুতেই স্বাভাবিক হওয়া যায় না।
Humayun Ahmed,অরু আবার ঘড়ি দেখল - মাত্র পাঁচ মিনিট পার হয়েছে ।
Humayun Ahmed,সময় কি পুরোপুরি থেমে আছে ?
Humayun Ahmed,না ঘড়ি বন্ধ ?
Humayun Ahmed,মুহিবকে এতক্ষণে দেখা গেল।
Humayun Ahmed,লম্বা লম্বা পা ফেলে ছুটতে ছুটতে আসছে ।
Humayun Ahmed,কোন দিকে তাকাচ্ছে না।
Humayun Ahmed,"অরু ডাকল, এ্যাই।"
Humayun Ahmed,মুহিব থমকে দাঁড়াল।
Humayun Ahmed,যেদিক থেকে শব্দ এসেছে সেদিকে না তাকিয়ে অন্য দিকে তাকাচ্ছে।
Humayun Ahmed,কি যে অদ্ভূত কাণ্ডকারখানা !
Humayun Ahmed,রাগে অরুর গা জ্বলে যাচ্ছে।
Humayun Ahmed,আজকের দিনে সে এমন বিশ্রী পোশাক পরে এল কি করে ?
Humayun Ahmed,কে বলেছে তাকে পাঞ্জাবী পরতে ?
Humayun Ahmed,কটকটে হলুদ রঙের সিল্কের পাঞ্জাবীতে তাকে যে কি বিশ্রী দেখাচ্ছে তা বোধহয় সে নিজেও জানে না।
Humayun Ahmed,আয়না দিয়ে নিশ্চয়ই নিজেকে দেখেনি।
Humayun Ahmed,"অরু গলা উচিয়ে ডাকল, এ্যাই এ্যাই ।"
Humayun Ahmed,মুহিব তাকাল ।
Humayun Ahmed,এবং হেসে ফেলল।
Humayun Ahmed,সেই হাসি এত সুন্দর যে অরু তার দেরি করে আসার অপরাধ অর্ধেক ক্ষমা করে দিল।
Humayun Ahmed,কটকটে হলুদ পাজ্ঞাবী পরার অপরাধ অবশ্যি এখনো ক্ষমা করা যাচ্ছে না ।
Humayun Ahmed,তাড়াতাড়ি আসতে গিয়ে দেরি হয়ে গেল।
Humayun Ahmed,ভেবে রেখেছিলাম আজ অন্তত এক ঘণ্টা আগে উপস্থিত হব।
Humayun Ahmed,"গাড়ি যোগাড় করতে গিয়ে ...'

“কে তোমাকে গাড়ি যোগাড় করতে বলেছে ‘কেউ বলেনি।”"
Humayun Ahmed,"গাড়ি যোগাড় করতে গিয়ে ...'

“কে তোমাকে গাড়ি যোগাড় করতে বলেছে ‘কেউ বলেনি।”’"
Humayun Ahmed,"ভাবলাম ....
“কোথায় তোমার গাড়ি ?”"
Humayun Ahmed,"ভাবলাম ....
“কোথায় তোমার গাড়ি ?”"
Humayun Ahmed,তেল নেবার জন্যে পেট্রল পাম্পে থেমেছিল - তারপরে আর স্টার্ট নিচ্ছে না ।
Humayun Ahmed,"ঐখান থেকে দৌড়াতে দৌড়াতে এসেছ '
‘হুঁ।’"
Humayun Ahmed,খুব দূর না ।
Humayun Ahmed,আসাদ গেট পেট্রল পাম্প।
Humayun Ahmed,‘আছে।’
Humayun Ahmed,‘দেখি আমাকে দশটা টাকা দাও।’
Humayun Ahmed,আর ঐ চাওয়ালা ছেলেটাকে এক কাপ চায়ের দাম দাও।
Humayun Ahmed,অরু টাকা নিয়ে রিকশাওয়ালার দিকে এগিয়ে গেল।
Humayun Ahmed,"হাসিমুখে বলল, এই নাও দশ টাকা ।"
Humayun Ahmed,আট টাকা রিকশা ভাড়া।
Humayun Ahmed,দু'টাকা ওয়েটিং চার্জ ।
Humayun Ahmed,তার ইচ্ছা ছিল কিছু কঠিন কথা রিকশাওয়ালাকে বলে।
Humayun Ahmed,বলা হল না।
Humayun Ahmed,আজ একটা শুভ দিন।
Humayun Ahmed,আজ তাদের বিয়ে।
Humayun Ahmed,এই দিনে কঠিন কথা বলা সম্ভব না।
Humayun Ahmed,তার একুশ বছর জীবনের অনেক কথাই সে পরবর্তী সময়ে মনে করতে পারবে না।
Humayun Ahmed,কিন্তু আজকের দিনের সব কথা মনে থাকবে।
Humayun Ahmed,কি দরকার আজ ঝগড়া করার ?
Humayun Ahmed,বরং রিকশাওয়ালার নাম জিজ্ঞেস করা যাক।
Humayun Ahmed,এই রিকশায় করেই না হয় কাজি অফিসে যাওয়া যাবে।
Humayun Ahmed,যে রিকশায় করে তারা বিয়ে করতে গেল সেই রিকশায়ালার নাম জানা রইল।
Humayun Ahmed,এটা মন্দ কি?
Humayun Ahmed,তোমার নাম কি ?
Humayun Ahmed,‘আমারে জিগান ?’
Humayun Ahmed,“আমার নাম সুরুজ মিয়া।”
Humayun Ahmed,“আমার নাম সুরুজ মিয়া।”
Humayun Ahmed,"‘সুরুজ মিয়া, আমরা খিলগাঁও কাজি অফিসে যাব।’"
Humayun Ahmed,আজ আমাদের বিয়ে।
Humayun Ahmed,"তুমি কি নিয়ে যাবে আমাদের
রিকশাওয়ালা হ্যাঁ না কিছুই বলছে না।"
Humayun Ahmed,মনে হচ্ছে সে গভীর সমস্যায় পড়ে গেছে।
Humayun Ahmed,আপনি চিন্তা করে একটা ডিসিশানে আসুন।
Humayun Ahmed,বেশি সময় নেবেন না।
Humayun Ahmed,আমরা দেরি করতে পারবনা ।
Humayun Ahmed,অরু মুহিবের দিকে এগিয়ে গেল।
Humayun Ahmed,মুহিব সিগারেটের দোকান থেকে সিগারেট কিনছে।
Humayun Ahmed,সে কখনো একটার বেশি কিনে না।
Humayun Ahmed,আজ এক প্যাকেট কিনে ফেলল।
Humayun Ahmed,"সিগারেট ধরাতে ধরাতে বলল, অরু, তুমি কি তোমাদের বাড়ির কাউকে বিয়ের ব্যাপরে কিছু বলেছ ?"
Humayun Ahmed,"অরু বলল, না।"
Humayun Ahmed,তবে রাত দশটা নাগাদ সবাই জেনে যাবে।
Humayun Ahmed,একটা চিঠি লিখে খামের মুখ বন্ধ করে বড় আপার টেবিলে রেখে এসেছি।
Humayun Ahmed,আপা বিয়েবাড়িতে গেছে।
Humayun Ahmed,দশটা নাগাদ ফিরবে।
Humayun Ahmed,তারপর হৈ চৈ বেধে যাবে।
Humayun Ahmed,বাবার স্ট্রোক না হলেই হয় ।
Humayun Ahmed,কি লিখেছ চিঠিতে“তিন লাইনের চিঠি - আজ বিয়ে করছি তাই লেখা -‘“কিভাবে লেখা - ল্যাংগুয়েজটা কি ?”
Humayun Ahmed,কি লিখেছ চিঠিতে“তিন লাইনের চিঠি - আজ বিয়ে করছি তাই লেখা -‘“কিভাবে লেখা - ল্যাংগুয়েজটা কি ?”’
Humayun Ahmed,তিস লাইনে তো খুব কাব্যিক ল্যাংগুয়েজ হয় না।
Humayun Ahmed,তবু যথাসাধ্য চেষ্টা করেছি ।
Humayun Ahmed,কাকে বিয়ে করছ এইসব কিছু লেখনি তো ?
Humayun Ahmed,‘না।’
Humayun Ahmed,শুধু লিখলাম - একটি বেকার এবং আপাতদৃষ্টিতে অপদার্থ যুবককে বিয়ে করছি।
Humayun Ahmed,আমার মনে হচ্ছে না আমি কোন অপরাধ করছি ।
Humayun Ahmed,"তার পরেও ক্ষমা প্রার্থনা করছি - আপা, তুমি বাবা-মা'কে শান্ত করবে এবং বুঝিয়ে বলবে।"
Humayun Ahmed,"মুহিব শুকনো গলায় বলল, তোমার বাবা-মা'র রিএ্যকশান কি হবে ?"
Humayun Ahmed,কি করে বলব কি হবে !
Humayun Ahmed,তাদের কোন মেয়েতো এর আগে কাউকে কিছু না জানিয়ে বিয়ে করে নি।
Humayun Ahmed,এই প্রথম এবং এই শেষ।
Humayun Ahmed,চল রওনা হওয়া যাক ।
Humayun Ahmed,তারা রিকশায় উঠল।
Humayun Ahmed,"মুহিব বলল, হুড তুলে দেব ?"
Humayun Ahmed,না।
Humayun Ahmed,‘খারাপ লাগছে অরু ?’
Humayun Ahmed,খারাপও লাগছে না আবার ভালও লাগছে না।
Humayun Ahmed,মনে হচ্ছে একটা ঘোরের মধ্যে আছি।
Humayun Ahmed,জ্বর জ্বর লাগছে ।
Humayun Ahmed,দেখ তো জ্বর কি-না ?
Humayun Ahmed,"অরু হাসতে হাসতে বলল, জ্বর নেই বলে হাত সরিয়ে নিলে কেন ?"
Humayun Ahmed,লজ্জা লাগছে ?
Humayun Ahmed,"হু, আজ কেন জানি অন্যদিনের চেয়ে অনেক বেশি লজ্জা লাগছে।"
Humayun Ahmed,আজ মনে হচ্ছে পৃথিবীর সবাই তাকিয়ে আছে আমাদের দিকে ।
Humayun Ahmed,‘তাকিয়ে আছে তো বটেই।’
Humayun Ahmed,তাকিয়ে আছে তোমার হলুদ পাঞ্জাবীর জন্যে।
