author name,tokenized_sentence
রোকেয়া সাখাওয়াত হোসেন,"তাঁহাদের জীবনের উদ্দেশ্য বা লক্ষ্য যাহা, আমাদের লক্ষ্যও তাহাই।"
রোকেয়া সাখাওয়াত হোসেন,শিশুর জন্য পিতামাতা-উভয়েরই সমান দরকার।
রোকেয়া সাখাওয়াত হোসেন,"কি আধ্যাত্মিক জগতে, কি সাংসারিক জীবনের পথে-সর্ব্বত্র আমরা যাহাতে তাঁহাদের পাশাপাশি চলিতে পারি, আমাদের এরূপ গুণের আবশ্যক।"
রোকেয়া সাখাওয়াত হোসেন,প্রথমতঃ উন্নতির পথে তাঁহারা দ্রুতবেগে অগ্রসর হইলেন-আমরা পশ্চাতে পড়িয়া রহিলাম।
রোকেয়া সাখাওয়াত হোসেন,এখন তাঁহারা উন্নতিরাজ্যে গিয়া দেখিতেছেন সেখানে তাঁহাদের সঙ্গিনী নাই বলিয়া তাঁহারা একাকী হইয়া আছেন!
রোকেয়া সাখাওয়াত হোসেন,তাই আবার ফিরিয়া দাঁড়াইতে বাধ্য হইতেছেন!
রোকেয়া সাখাওয়াত হোসেন,"এবং জগতের যে সকল সমাজের পুরুষেরা সঙ্গিনীসহ অসগ্রর হইতেছেন, তাঁহারা উন্নতির চরমসীমায় উপনীত হইতে চলিয়াছেন।"
রোকেয়া সাখাওয়াত হোসেন,আমাদের উচিত যে তাঁহাদের সংসারের এক গুরুতর বোঝা বিশেষ না হইয়া আমরা সহচরী সহকৰ্ম্মণী সহধৰ্ম্মিণী ইত্যাদি হইয়া তাঁহাদের সহায়তা করি।
রোকেয়া সাখাওয়াত হোসেন,"আমরা অকর্ম্মণ্য পুতুল জীবন বহন করিবার জন্য সৃষ্ট হই নাই, একথা নিশ্চিত।"
রোকেয়া সাখাওয়াত হোসেন,ভরসা করি আমাদের সুযোগ্য ভগ্নীগণ ও বিষয়ে আলোচনা করিবেন।
রোকেয়া সাখাওয়াত হোসেন,আন্দোলন না করিলেও একটু গভীরভাবে চিন্তা করিয়া দেখিবেন।
রোকেয়া সাখাওয়াত হোসেন,আমরা দুর্ব্বল নিরীহ বাঙ্গালী।
রোকেয়া সাখাওয়াত হোসেন,এই বাঙ্গালী শব্দে কেমন সমধুর তরল কোমল ভাব প্রকাশ হয়।
রোকেয়া সাখাওয়াত হোসেন,আহা!
রোকেয়া সাখাওয়াত হোসেন,এই অমিয়াসিক্ত বাঙ্গালী কোন বিধাতা গড়িয়াছিলেন?
রোকেয়া সাখাওয়াত হোসেন,"কুসুমের সৌকুমার্য্য, চন্দ্রের চন্দ্রিকা, মধুর মাধুরী, যূথিকার সৌরভ, সুপ্তির নীরবতা, ভূধরের অচলতা, নবনীর কোমলতা, সলিলে তরলতা-এক কথায় বিশ্বজগতের সমুদয় সৌন্দর্য এবং স্নিদ্ধতা লইয়া বাঙ্গালী গঠিত হইয়াছে!"
রোকেয়া সাখাওয়াত হোসেন,আমাদের নামটি যেমন শ্রুতিমধুর তদ্রুপ আমাদের সমুদয় ক্রিয়াকলাপও সহজ ও সরল।
রোকেয়া সাখাওয়াত হোসেন,"আমরা মূর্তিমতী কবিতা-যদি ভারতবর্ষকে ইংরাজী ধরণের একটি অট্রালিকা মনে করেন, তবে বঙ্গদেশ তাহার বৈঠকখানা (drawing room) এবং বাঙ্গালী তাহাতে সাজসজ্জা (drawing room suit)!"
রোকেয়া সাখাওয়াত হোসেন,"যদি ভারতবর্ষকে একটি সরোবর মনে করেন, তবে বাঙ্গালী তাহাতে পদ্মিনী!"
রোকেয়া সাখাওয়াত হোসেন,"যদি ভারতবর্ষকে একখানা উপন্যাস মনে করেন, তবে বাঙ্গালী তাহার নায়িকা!"
রোকেয়া সাখাওয়াত হোসেন,ভারতের পুরুষসমাজে বাঙ্গালী পুরুষিকা!
রোকেয়া সাখাওয়াত হোসেন,অত্রএব আমরা মূর্ত্তিমান কাব্য ।
রোকেয়া সাখাওয়াত হোসেন,"আমাদের খাদ্যদ্রব্যগুলি,-পুঁইশাকের ডাঁটা, সজিনা ও পুঁটি মৎস্যের ঝোল-অতিশয় সরস।"
রোকেয়া সাখাওয়াত হোসেন,"আমাদের খাদ্যদ্রব্যগুলি-ঘৃত, দুগ্ধ, দধি, ছানা, নবনীত, ক্ষীর, সর, সন্দেশ ও মধুর।"
রোকেয়া সাখাওয়াত হোসেন,"অতত্রব আমাদের খাদ্যসামগ্রী ত্রিশুণাত্মক-সরস, সুস্বাদু, মধুর।"
রোকেয়া সাখাওয়াত হোসেন,খাদ্যের গুণ অনুসারে শরীরের পুষ্টি হয়।
রোকেয়া সাখাওয়াত হোসেন,"তাই সজিনা যেমন বীজবহুল, আমাদের দেহে তেমনই ভুঁড়িটি স্থূল।"
রোকেয়া সাখাওয়াত হোসেন,"নবনীতে কোমলতা অধিক, তাই আমাদের স্বভাবের ভীরুতা অধিক।"
রোকেয়া সাখাওয়াত হোসেন,শারীরিক সৌন্দর্য্য সম্বন্ধে অধিক বলা নিস্প্রয়োজন; এখন পোষাক পরিচ্ছদের কথা বলি।
রোকেয়া সাখাওয়াত হোসেন,নায়িকা” বলিয়া আমি ব্যাকরণের নিয়মভঙ্গ করি নাই।
রোকেয়া সাখাওয়াত হোসেন,কারণ অনেকে বাঙ্গালী পুরুষকে “বেচারী” বলে।
রোকেয়া সাখাওয়াত হোসেন,উর্দু ভাষায় পুরুষকে “বেচারা” ও স্ত্রীলোককে “বেচারী” বলে।
রোকেয়া সাখাওয়াত হোসেন,"যদি আমরা “বেচারী” হইতে পারি, তবে, “পদ্মিনী”, “নায়িকা” ও “পুরুষিকা” হইতে দোষ কি?"
রোকেয়া সাখাওয়াত হোসেন,"আমাদের বর অঙ্গ যেমন তৈলসিক্ত নবনিগঠিত সুকোমল, পরিধেয়ও তদ্রূপ অতি সূক্ষ্ম শিমলায় ধূতি ও চাদর।"
রোকেয়া সাখাওয়াত হোসেন,ইহাতে বায়ু সঞ্চলনের (Ventilation এর) কোন বাধা বিঘ্ন হয় না!
রোকেয়া সাখাওয়াত হোসেন,"আমরা সময় সময় সভ্যতার অনুরোধে কোট শার্ট ব্যবহার করি বটে, কারণ পুরুষমানুষের সবই সহ্য হয়।"
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু আমাদের অর্দ্ধাঙ্গী-হেমাঙ্গী, কৃষ্ণাঙ্গিগণ তদনুকরণে ইংরাজললনাদের নির্লজ্জ পরিচ্ছদ (শেমিক জ্যাকেট) ব্যবহার করেন না।"
রোকেয়া সাখাওয়াত হোসেন,"তাঁহার অতিশয় সুকুমারী ললিতা লজ্জাবতী লতিকা, তাই অতি মসৃণ ও সূক্ষ্ম “হাওয়ার সাড়ী” পরেন!"
রোকেয়া সাখাওয়াত হোসেন,"বাঙ্গালীর সকল বস্তুই সুন্দর, স্বচ্ছ ও সহজলব্ধ।"
রোকেয়া সাখাওয়াত হোসেন,"বাঙ্গালীর গুণের কথা লিখিতে হইলে অনন্ত মসী, কাগজ ও অকান্ত লেখকের আবশ্যক।"
রোকেয়া সাখাওয়াত হোসেন,তবে সংক্ষেপে দুই চারিটা গুণের বর্ণনা করি।
রোকেয়া সাখাওয়াত হোসেন,"ধনবৃদ্ধির দুই উপায়, বাণিজ্য ও কৃষি।"
রোকেয়া সাখাওয়াত হোসেন,বাণিজ্য আমাদের প্রধান ব্যবসায়।
রোকেয়া সাখাওয়াত হোসেন,কিন্তু তাই বলিয়া আমরা (আরব্যোপন্যাসের) সিন্ধবাদের ন্যায় বাণিজ্যপোত অনিশ্চিত ফললাভের আশায় অনন্ত অপার সাগরে ভাসাইয়া দিয়া নৈরাশ্যের ঝঞ্জাবাতে ওতপ্রোত হই না।
রোকেয়া সাখাওয়াত হোসেন,আমরা ইহাকে (বাণিজ্য) সহজ ও স্বল্পায়াসসাধ্য করিয়া লইয়াছি।
রোকেয়া সাখাওয়াত হোসেন,"অর্থাৎ বাণিজ্য ব্যবসায়ে যে কঠিন পরিশ্রম আবশ্যক, তাহা বর্জ্জন করিয়াছি।"
রোকেয়া সাখাওয়াত হোসেন,"এই জন্য আমাদের দোকানে প্রয়োজনীয় জিনিষ নাই, শুধু বিলাসদ্রব্য-নানাবিধ কেশতৈল ও নানাপ্রকার রোগবর্ধক ঔষধ এবং রাঙা পিত্তলের অলঙ্কার, নকল হীরার আংটী, বোতাম ইত্যাদি বিক্রয়ার্থ মজুদ আছে।"
রোকেয়া সাখাওয়াত হোসেন,ঈদৃশ ব্যবসায়ে কায়িক পরিশ্রম নাই।
রোকেয়া সাখাওয়াত হোসেন,"আমরা খাঁটী সোণা রূপা জওয়াহেরাৎ রাখি না, কারণ টাকার অভাব।"
রোকেয়া সাখাওয়াত হোসেন,বিশেষতঃ আজি কালি কোন জিনিষটার নকল না হয়?
রোকেয়া সাখাওয়াত হোসেন,"যখনই কেহ একটু যত পরিশ্রম স্বীকার পূর্ব্বক “দীর্ঘকেশী” তৈল প্ৰস্তুত করেন, অমনই আমরা তদনুকরণে “হ্রস্বকেশী” তৈল আবিস্কার করি।"
রোকেয়া সাখাওয়াত হোসেন,"যদি কেহ “কৃষ্ণকেশী” তৈল বিক্রয় করেন, তবে আমরা “শুভ্রকেশী” বাহির করি।"
রোকেয়া সাখাওয়াত হোসেন,কুন্তলীনের” সঙ্গে “কেশলীন” বিক্রয় হয়।”
রোকেয়া সাখাওয়াত হোসেন,"বাজারে “মস্তিষ্ক স্নিগ্ধকারী” ঔষধ আছে, “মস্তিষ্ক উষ্ণকারী” দ্রব্যও আছে।"
রোকেয়া সাখাওয়াত হোসেন,"এক কথায় বলি, যত প্রকারের নকল ও নিস্প্রোয়জনীয় জিনিষ হইতে পারে, সবই আছে।"
রোকেয়া সাখাওয়াত হোসেন,"আমরা ধান্য তণ্ডুলের ব্যবসায় করি না, কারণ তাহাতে পরিশ্রম আবশ্যক।"
রোকেয়া সাখাওয়াত হোসেন,আমাদের অন্যতম ব্যবসায়-পাশ বিক্রয়।
রোকেয়া সাখাওয়াত হোসেন,এই পাশ বিক্রেতার নাম “বর” এবং ক্রেতাকে “শ্বশুর” বলে।
রোকেয়া সাখাওয়াত হোসেন,এক একটি পাশের মূল্য কত জান?
রোকেয়া সাখাওয়াত হোসেন,অর্দ্ধেক রাজত্ব ও এক রাজকুমারী”।
রোকেয়া সাখাওয়াত হোসেন,"এম, এ, পাশ অমূল্যরত্ন, ইহা যে সে ক্রেতার ক্রেয় নহে।"
রোকেয়া সাখাওয়াত হোসেন,"নিতান্ত সস্তা দরে বিক্রয় হইলে, মূল্য-এক রাজকুমারী এবং সমুদয় রাজত্ব।"
রোকেয়া সাখাওয়াত হোসেন,"আমরা অলস, তরলমতি, শ্রমকাতর, কোমলাঙ্গ বাঙ্গালী কিনা তাই ভাবিয়া দেখিয়াছি, সশরীরে পরিশ্রম করিয়া মুদ্রালাভ করা অপেক্ষা Old fool শ্বশুরের যথাসর্ব্বস্ব লুণ্ঠন করা সহজ!"
রোকেয়া সাখাওয়াত হোসেন,এখন কৃষিকার্য্যের কথা বলি।
রোকেয়া সাখাওয়াত হোসেন,কৃষি দ্বারা অন্নবৃদ্ধি হইতে পারে।
রোকেয়া সাখাওয়াত হোসেন,কিন্তু আমরা ভাবিয়া দেখিয়াছি কৃষিবিভাগের কার্য্য (Agriculture) করা অপেক্ষা মস্তিষ্ক উর্ব্বর (Brain culture) করা সহজ।
রোকেয়া সাখাওয়াত হোসেন,অর্থাৎ কর্কশ উর্ব্বর ভূমি কর্ষণ করিয়া ধান্য উৎপাদন করা অপো মুখস্থ বিদ্যার জোরে অর্থ উৎপাদন করা সহজ।
রোকেয়া সাখাওয়াত হোসেন,এবং কৃষিকার্য্যে পারদর্শিতা প্রদর্শন করা অপেক্ষা কেবল M.R.A.C পাশ করা সহজ!
রোকেয়া সাখাওয়াত হোসেন,আইনচর্চ্চা কথা অপেক্ষা কৃষি বিষয়ে জ্ঞানচর্চ্চা করা কঠিন।
রোকেয়া সাখাওয়াত হোসেন,অথবা রৌদ্রের সময় ছত্র হস্তে কৃষিক্ষেত্র পরিদর্শন জন্য ইতস্ততঃ ভ্রমণ করা অপেক্ষা টানাপাখার তলে আরাম কেদারায় বসিয়া দুর্ভি সমাচার (Famine Report) পাঠ করা সহজ।
রোকেয়া সাখাওয়াত হোসেন,তাই আমরা অন্নোৎপাদনের চেষ্টা না করিয়া অর্থ উৎপাদনে সচেষ্ট আছি।
রোকেয়া সাখাওয়াত হোসেন,"আমাদের অর্থের অভাব নাই, সুতরাং অন্নকষ্টও হইবে না!"
রোকেয়া সাখাওয়াত হোসেন,"দরিদ্র হতভাগা সব অন্নাভাবে মরে মরুক, তা'তে আমাদের কি?"
রোকেয়া সাখাওয়াত হোসেন,আমরা আরও অনেক প্রকার সহজ কার্য্য নির্ব্বাহ করিয়া থাকি।
রোকেয়া সাখাওয়াত হোসেন,"যথা:
(১) রাজ্য স্থাপন করা অপেক্ষা “রাজা” উপাধি লাভ সহজ।"
রোকেয়া সাখাওয়াত হোসেন,তারপর আমরা মূর্ত্তিমান আলস্য-আমাদের গৃহিণীগণ এ বিষয়ে অগ্রণী।
রোকেয়া সাখাওয়াত হোসেন,কেহ কেহ শ্রীমতীদিগকে স্বহস্তে রন্ধন করিতে অনুরোধ করিয়া থাকেন।
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু বলি, আমরা যদি রৌদ্রতাপ সহ্য করিতে না পারি, তবে আমাদের অর্দ্ধাঙ্গীগণ কিরূপে অগ্নির উত্তাপ সহিবেন?"
রোকেয়া সাখাওয়াত হোসেন,"তাঁহারা কোমলাঙ্গ-তাঁহারা কোমলাঙ্গী; আমরা পাঠক, তাঁহারা পাঠিকা; আমরা লেখক, তাঁহারা লেখিকা।"
রোকেয়া সাখাওয়াত হোসেন,অতএব আমরা পাচন না হইলে তাঁহারা পাচিকা হইবেন কেন?
রোকেয়া সাখাওয়াত হোসেন,"সুতরাং যে লক্ষ্মীছাড়া বিদ্যাঙ্গনাদিগকে রন্ধন করিতে বলে, তাহার ত্রিবিত্র দণ্ড হওয়া উচিত।"
রোকেয়া সাখাওয়াত হোসেন,"যথা তাহাকে (১) তুষানলে দগ্ধ কর, অতঃপর (২) জবেহ্ কর, তারপর (৩) ফাঁসী
দাও!"
রোকেয়া সাখাওয়াত হোসেন,আমরা সকলেই কবি-আমাদের কাব্যে বীররস অপেক্ষা করুণরস বেশী।
রোকেয়া সাখাওয়াত হোসেন,আমাদের এখানে লেখক অপেক্ষা লেখিকার সংখ্যা বেশী।
রোকেয়া সাখাওয়াত হোসেন,তাই কবিতার স্রোতে বিনা কারণে অশ্রুপ্রবাহ বেশী বহিয়া থাকে।
রোকেয়া সাখাওয়াত হোসেন,আমরা পদ্য লিখিতে বসিলে কোন বিষয়টা বাদ দিই?
রোকেয়া সাখাওয়াত হোসেন,"ভগ্ন শূর্ণ”, “জীর্ণ কাঁথা”, “পুরাতন চটীজুতা”-কিছুই পরিত্যজ্য নহে।”"
রোকেয়া সাখাওয়াত হোসেন,"আমরা আবার কত নূতন শব্দের সৃষ্টি করিয়াছি; যথা-“অতি শুভ্রনীলাম্বর”, “সাশ্রুসজলনয়ন” ইত্যাদি।"
রোকেয়া সাখাওয়াত হোসেন,শ্রীমতীদের করুণ বিলাপ-প্রলাপপূর্ণ পদ্যের পদ্যের “অশ্রুজলের” বন্যায় বঙ্গদেশ ধীরে ধীরে ডুবিয়া যাইতেছে!
রোকেয়া সাখাওয়াত হোসেন,"সুতরাং দেখিতেছেন, আমরা সকলেই কবি।"
রোকেয়া সাখাওয়াত হোসেন,আর আত্মপ্রশংসা কত করিব?
রোকেয়া সাখাওয়াত হোসেন,এখন উপসংহার করি।
রোকেয়া সাখাওয়াত হোসেন,"নবনূর, মাঘ ১৩১০
গত ১৩১০ সালে ‘নিরীহ বাঙ্গালী' লিখিত হইয়াছে।"
রোকেয়া সাখাওয়াত হোসেন,সুখের বিষয় বর্তমান সালে আর বাঙ্গালী ‘পুরুষিকা’ নহেন।
রোকেয়া সাখাওয়াত হোসেন,"এই পাঁচ বৎসরের মধ্যে এমন শুভ পরিবর্তন হইবে, ইহা কে জাতিন ?"
রোকেয়া সাখাওয়াত হোসেন,"জগদীশ্বরকে ধন্যবাদ, এখন আমরা সাহসী বাঙ্গালী।"
রোকেয়া সাখাওয়াত হোসেন,কোন রোগীর চিকিৎসা করিতে হইলে প্রথমে রোগের অবস্থা জানা আবশ্যক।
রোকেয়া সাখাওয়াত হোসেন,তাই অবলাজাতির উন্নতির পথ আবিস্কার করিবার পূর্ব্বে তাহাদের অবনতির চিত্র দেখাইতে হয়।
রোকেয়া সাখাওয়াত হোসেন,"আমি “স্ত্রাজাতির অবনতি” শীর্ষক প্রবন্ধে ভগিনীদিগকে জানাইয়াছি যে, আমাদের একটা রোগ আছে-“দাসত্ব’।”"
রোকেয়া সাখাওয়াত হোসেন,সে রোগের কারণ এবং অবস্থা কতক পরিমাণে ইতঃপূর্ব্বে বর্ণনা করা হইয়াছে।
রোকেয়া সাখাওয়াত হোসেন,"এক্ষণে আমরা দেখাইতে চেষ্টা করিব, সেই রোগ হওয়ায় আমাদের সামাজিক অবস্থা কেমন বিকৃত হইয়াছে।"
রোকেয়া সাখাওয়াত হোসেন,ঔষধ পথ্যের বিধান স্থানান্তরে দেওয়া হইবে।
রোকেয়া সাখাওয়াত হোসেন,এইখানে গোঁড়া পর্দাপ্রিয় ভগ্নীদের অবগতির জন্য দু একটা কথা বলিয়া রাখা আবশ্যক বোধ করি।
রোকেয়া সাখাওয়াত হোসেন,আমি অবরোধ প্রথার বিরুদ্ধে দণ্ডায়মান হই নাই।
রোকেয়া সাখাওয়াত হোসেন,"কেহ যদি আমার “স্ত্রীজাতির অবনতি” প্রবন্ধে পর্দাবিদ্বেষ ছাড়া আর কোন উদ্দেশ্য দেখিতে না পান, তবে আমাকে মনে করিতে হইবে আমি নিজের মনোভাব উত্তমরূপে ব্যক্ত করিতে পারি নাই, অথবা তিনি প্রবন্ধটি মনোযোগ সহকারে পাঠ করেন নাই।"
রোকেয়া সাখাওয়াত হোসেন,সে প্রবন্ধে প্রায় সমগ্র নারীজাতির উল্লেখ আছে।
রোকেয়া সাখাওয়াত হোসেন,সকল সমাজের মহিলাগণই কি অবরোধে বন্দিনী থাকেন অথবা তাঁহারা পর্দানশীল নহেন বলিয়া কি আমি তাঁহাদিগকে সম্পূর্ণ উন্নত বলিয়াছি?
রোকেয়া সাখাওয়াত হোসেন,আমি মানসিক দাসত্বের (enslaved মনের) আলোচনা করিয়াছি।
রোকেয়া সাখাওয়াত হোসেন,"কোন একটা নূতন কাজ করিতে গেলে সমাজ প্রথমতঃ গোলযোগ উপস্থিত করে, এবং পরে সেই নূতন চাল চলন সহিয়া লয়, তাহারই দৃষ্টান্তস্বরূপ পার্সী মহিলাদের পরিবর্তিত অবস্থার উল্লেখ করিয়াছি।"
রোকেয়া সাখাওয়াত হোসেন,"পূর্ব্বে তাঁহারা ছত্রব্যবহারেরও অধিকারিণী ছিলেন না, তারপর তাঁহাদের বাড়াবাড়িটা সীমা লঙ্ঘন করিয়াছে, তবু ত পৃথিবী ধ্বংস হয় নাই।"
রোকেয়া সাখাওয়াত হোসেন,"এখন পার্সী মহিলাদের পর্দামোচন হইয়াছে সত্য, কিন্তু মানসিক দাসত্ব মোচন হইয়াছে কি?"
রোকেয়া সাখাওয়াত হোসেন,অবশ্যই হয় নাই।
রোকেয়া সাখাওয়াত হোসেন,"আর ঐ যে পর্দা ছাড়িয়াছেন, তাহা দ্বারা তাঁহাদের স্বকীয় বুদ্ধিবিবেচনার ত কোন পরিচয় পাওয়া যায় না।"
রোকেয়া সাখাওয়াত হোসেন,"পার্সী পুরুষগণ কেবল অন্ধভাবে বিলাতী সভ্যতার জীবনীশক্তির ত কিছু পরিচয় পাওয়া যায় না
তাঁহারা যে জড়পদার্থ, সেই জড়পদার্থই আছেন।"
রোকেয়া সাখাওয়াত হোসেন,"পুরুষ যখন তাঁহাদিগকে অন্তঃপুরে রাখিতেন, তাঁহারা তখন সেইখানে থাকিতেন।"
রোকেয়া সাখাওয়াত হোসেন,"আবার পুরুষ যখন তাঁহাদের “নাকের দড়ী” ধরিয়া টানিয়া তাঁহাদিগকে মাঠে বাহির করিয়াছেন, তখনই তাঁহারা পর্দার বাহির হইয়াছে!"
রোকেয়া সাখাওয়াত হোসেন,ইহাতে রমণীকুলের বাহাদুরী কি?
রোকেয়া সাখাওয়াত হোসেন,ঐরূপ পর্দা-বিরোধ কখনই প্রশংসনীয় নহে।
রোকেয়া সাখাওয়াত হোসেন,"কলম্বস যখন আমেরিকা আবিস্কার করিতে কৃতসঙ্কল্প হন, তখন লোকে তাঁহাকে বাতুল বলে নাই কি?"
রোকেয়া সাখাওয়াত হোসেন,"নারী আপন স্বত্ব-স্বামিত্ব বুঝিয়া আপনাকে নরের ন্যায় শ্রেষ্ঠ জ্ঞান করিতে চাহে, ইহাও বাতুলতা বই আর কি?"
রোকেয়া সাখাওয়াত হোসেন,"পুরুষগণ স্ত্রীজাতির প্রতি যতটুকু সম্মান প্রদর্শন করেন, তাহাতে আমরা সম্পূর্ণ তৃপ্ত হইতে পারি না।"
রোকেয়া সাখাওয়াত হোসেন,"লোকে কালী, শীতলা প্রভৃতি রাস-প্রকৃতির দেবীকে ভয় করে, পূজা করে, সত্য।"
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু সেইরূপ বাঘিনী, নাগিনী, সিংহী প্রভৃতি “দেবী” ও কি ভয় ও পূজা লাভ করে না?"
রোকেয়া সাখাওয়াত হোসেন,"তবেই দেখা যায় পূজাটা কে পাইতেছেন,-রমণী কালী, না রাসী নৃমুণ্ডামালিনী?"
রোকেয়া সাখাওয়াত হোসেন,নারীকে শিক্ষার দিবার জন্য গুরুলোকে সীতা দেবীকে আদর্শরূপে দেখাইয়া থাকেন।
রোকেয়া সাখাওয়াত হোসেন,সীতা অবশ্যই পর্দানশীল ছিলেন না।
রোকেয়া সাখাওয়াত হোসেন,"তিনি রামচন্দ্রের অর্দ্ধাঙ্গী, রাণী, প্রণয়িনী এবং সহচরী।"
রোকেয়া সাখাওয়াত হোসেন,"আর রামচন্দ্র প্রেমিক, ধার্ম্মিক-সবই।"
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু রাম সীতার প্রতি যে ব্যবহার করিয়াছেন, তাহাতে প্রকাশ পায় যে, একটি পুতুলের সঙ্গে কোন বালকের যে সম্বন্ধ, সীতার সঙ্গে রামের সম্বন্ধ ও প্রায় সেইরূপ।"
রোকেয়া সাখাওয়াত হোসেন,"বালক ইচ্ছা করিলে পুতুলকে প্রাণপণে ভালবাসিতে পারে; পুতুল হারাইলে বিরহে অধীর হইতে পারে; পুতুলের ভাবনায় অনিদ্রায় রজনী যাপন করিতে পারে; পুতুলটা যে ব্যক্তি চুরি করিয়াছিল, তাহার প্রতি খড়গহস্ত হইতে পারে; হারান পুতুল ফিরিয়া পাইলে আহলাদে আটখানা হইতে পারে; আবার বিনা কারণে রাগ করিয়াও পুতুলটা কাদায় ফেলিয়া দিতে পারে,-কিন্তু পুতুল বালকের কিছুই করিতে পারে না, কারণ হস্তপদ থাকা সত্ত্বেও পুত্তলিকা অচেতন পদার্থ!"
রোকেয়া সাখাওয়াত হোসেন,"বালক তাহার পুতুল স্বেচ্ছায় অনলে উৎসর্গ করিতে পারে, পুতুল পুড়িয়া গেল দেখিয়া ভূমে লুটাইয়া ধূলি-ধূসরিত হইয়া উচ্চৈঃস্বরে কাঁদিতে পারে!"
রোকেয়া সাখাওয়াত হোসেন,রামচন্দ্র “স্বামিত্বের” ষোল আনা পরিচয় দিয়াছেন!
রোকেয়া সাখাওয়াত হোসেন,আর সীতা?
রোকেয়া সাখাওয়াত হোসেন,"কেবল প্রভু রামের সহিত বনযাত্রার ইচ্ছা প্রকাশ করিয়া দেখাইয়াছেন যে, তাঁহারও ইচ্ছা প্রকাশের শক্তি আছে।"
রোকেয়া সাখাওয়াত হোসেন,"রাম বেচারা অবোধ বালক, সীতার অনুভব শক্তি আছে, ইহা তিনি বুঝিতে চাহেন নাই, কেন না, বুঝিয়া কার্য্য করিতে গেলে স্বামিত্বটা পূর্ণমাত্রায় খাটান যাইত না!"
রোকেয়া সাখাওয়াত হোসেন,"আচ্ছা, দেশ কালের নিয়মানুসারে কবির ভাষায় স্বর মিলাইয়া না হয় মানিয়া লই যে, আমরা স্বামীর দাসী নহি-অর্দ্ধাঙ্গী।"
রোকেয়া সাখাওয়াত হোসেন,"আমরা তাঁহাদের গৃহে গৃহিণী, সরণে (না হয়, অন্ততঃ তাঁহাদের চাকুরী উপলক্ষে যথা তথ্য) অনুগামিনী, সুখ দুঃখে সমভাগিনী, ছায়াতুল্য সহচরী ইত্যাদি।"
রোকেয়া সাখাওয়াত হোসেন,"কিন্তু কলিযুগে আমাদের ন্যায় অর্দ্ধাঙ্গী লইয়া পুরুষগণ কিরূপ বিকলাঙ্গ হইয়াছেন, তাহা কি কেহ একটু চিন্তাচক্ষে দেখিয়াছেন?"
রোকেয়া সাখাওয়াত হোসেন,"আক্ষেপের (অথবা “প্রভু”দের সৌভাগ্যের) বিষয় যে, আমি চিত্রকর নহি-নতুবা এই নারীরূপ অর্দ্ধাঙ্গ তাঁহাদের কেমন অপরূপ মূর্ত্তি হইয়াছি, তাহা আঁকিয়া দেখাইতাম।"
রোকেয়া সাখাওয়াত হোসেন,"শুক্লকেশ বুদ্ধিমানগণ বলেন যে, আমাদের সাংসারিক জীবনটা দ্বিচক্র শকটের ন্যায়-ঐ শকটের এক চক্র পতি, অপরটি পত্নী।"
রোকেয়া সাখাওয়াত হোসেন,তাই ইংরাজী ভাষায় কথায় কথায় স্ত্রীকে অংশিণী (partner) উত্তমার্দ্ধ (better half) ইত্যাদি বলে।
রোকেয়া সাখাওয়াত হোসেন,"জীবনের কর্তব্য অতি গুরুতর, সহজ নহে:
“সুকঠিন গার্হস্থ্য ব্যাপার
সুশৃঙ্খল কে পারে চালাতে?”"
রোকেয়া সাখাওয়াত হোসেন,"রাজ্যশাসনের রীতি নীতি
সূক্ষ্মভাবে রয়েছে ইহাতে।"
রোকেয়া সাখাওয়াত হোসেন,বোধ হয় এই গার্হস্থ্য ব্যাপারটাকে মস্তকস্বরূপ কল্পনা করিয়া শাস্ত্রকারগণ পতি ও পত্নীকে তাহার অঙ্গস্বরূপ বলিয়াছেন।
রোকেয়া সাখাওয়াত হোসেন,তবে দেখা যাউক বর্তমান যুগে সমাজের মূর্ত্তিটা কেমন।
রোকেয়া সাখাওয়াত হোসেন,"মনে করুন কোন স্থানে পূর্ব্বদিকে একটি বৃহৎ দর্পণ আছে, যাহাতে আপনি আপাদমস্তক নিরীক্ষণ করিতে পারেন।"
রোকেয়া সাখাওয়াত হোসেন,আপনার দক্ষিণাঙ্গভাগ পুরুষ এবং বামাঙ্গভাগ স্ত্রী।
রোকেয়া সাখাওয়াত হোসেন,"এই দর্পণের সম্মুখে দাঁড়াইয়া দেখুন:
আপনার দক্ষিণ বাহু দীর্ঘ (ত্রিশ ইঞ্চি) এবং স্থূল, বামবাহু দৈর্ঘ্যে চব্বিশ ইঞ্চি এবং ক্ষীণ।"
রোকেয়া সাখাওয়াত হোসেন,"দক্ষিণ চরণে দৈর্ঘ্যে ১২ ইঞ্চি, বাম চরণ অতিশয় ক্ষুদ্র।"
রোকেয়া সাখাওয়াত হোসেন,"দক্ষিণ স্বন্ধ উচ্চতায় পাঁচ ফিট, বাম স্কন্ধ উচ্চতায় চারি ফিট!"
রোকেয়া সাখাওয়াত হোসেন,কিন্তু আবার দক্ষিণ কর্ণভারে বিপরীত দিকেও একটু ঝুঁকিয়াছে!
