Author,Genre,Source,Text

Humayun Ahmed,Novel,Aguner Poroshmoni,সে এঁর চুল গত বুধবারেই কেটেছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,আজ আরেক বুধবার।

Humayun Ahmed,Novel,Aguner Poroshmoni,এক সপ্তাহে চুল বাড়ে দুই সুতা।

Humayun Ahmed,Novel,Aguner Poroshmoni,তার জন্যে কেউ চুল কাটাতে আসে না।

Humayun Ahmed,Novel,Aguner Poroshmoni,: স্যার চুল কাটবেন ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: হুঁ।

Humayun Ahmed,Novel,Aguner Poroshmoni,পিছনের দিকে একটু ছোট কর।

Humayun Ahmed,Novel,Aguner Poroshmoni,নাপিতের কাঁচি যন্ত্রের মত খট খট করতে লাগল।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেব বললেন-- দেশের হালচাল কি ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: ভালই ।

Humayun Ahmed,Novel,Aguner Poroshmoni,চুল কাটাতে এলে এই ছোকরার কথার যন্ত্রণার অস্থির হতে হত।

Humayun Ahmed,Novel,Aguner Poroshmoni,কথা শুনতে তাঁর খারাপ লাগে না।

Humayun Ahmed,Novel,Aguner Poroshmoni,কিন্তু এই ছোকরা কথা বলার সময় থুথুর ছিটে এসে লাগে।

Humayun Ahmed,Novel,Aguner Poroshmoni,আজ সে নিশ্চুপ।

Humayun Ahmed,Novel,Aguner Poroshmoni,থুথু গায়ে লাগার কোনো আশঙ্কাই নেই ।

Humayun Ahmed,Novel,Aguner Poroshmoni,"দাম দেবার সময় তিনি জিজ্ঞেস করলেন, 'রাত দিন ট্রানজিস্টার চালাও কিভাবে?"

Humayun Ahmed,Novel,Aguner Poroshmoni,ব্যাটারীর তো মেলা দাম।

Humayun Ahmed,Novel,Aguner Poroshmoni,নাপিত ছোকরা জবাব দিল না।

Humayun Ahmed,Novel,Aguner Poroshmoni,গম্ভীর মুখে টাকা ফেরত দিয়ে বেঞ্চির ওপর পা তুলে বসে রইল।

Humayun Ahmed,Novel,Aguner Poroshmoni,"মতিন সাহেব বললেন, 'আজ কার্ফু ক'টা থেকে জান নাকি?"

Humayun Ahmed,Novel,Aguner Poroshmoni,": জানি, ছয়টায়।"

Humayun Ahmed,Novel,Aguner Poroshmoni,": এক ঘন্টা পিছিয়ে দিল, ব্যাপারটা কি ?"

Humayun Ahmed,Novel,Aguner Poroshmoni,": ঝামেলা নাই, গণ্ডগোল নাই—কাফু ও নাই ।"

Humayun Ahmed,Novel,Aguner Poroshmoni,: তা তো ঠিকই।

Humayun Ahmed,Novel,Aguner Poroshmoni,"এখন হয়েছে ছ'টা, তারপর হবে সাতটা।"

Humayun Ahmed,Novel,Aguner Poroshmoni,"তারপর আটটা, কি বল ?"

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি কোন উত্তয় পেলেন না।

Humayun Ahmed,Novel,Aguner Poroshmoni,ছেলেটা ঠাণ্ডা চোখে তাকিয়ে আছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,আজকাল কেউ বাড়তি কথা বলতে চায় না।

Humayun Ahmed,Novel,Aguner Poroshmoni,"চেনা মানুষদের কাছেও না।"

Humayun Ahmed,Novel,Aguner Poroshmoni,রোদ উঠেছে কড়া এবং ঝাঁঝালো।

Humayun Ahmed,Novel,Aguner Poroshmoni,কিন্তু এই কড়া রোদেও তাঁর কেমন শীত শীত করতে লাগল।

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি ইদ্রিস মিয়ার দোকানের সামনে দ্বিতীয়বার এসে দাঁড়ালেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,মনে করতে চেষ্টা করলেন ঘরে যথেষ্ট সিগারেট আছে কি না।

Humayun Ahmed,Novel,Aguner Poroshmoni,পাঁচটার পর কোথাও কিছু পাওয়া যাবে না।

Humayun Ahmed,Novel,Aguner Poroshmoni,গত সোমবারে সিগারেটের অভাবে খুব কষ্ট করেছেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,"রাত ন'টার সময় বিস্তি এসে বলল, সিগারেটের প্যাকেট খুইজ্যা পাই না।"

Humayun Ahmed,Novel,Aguner Poroshmoni,"কি সর্বনাশ, বলে কি !"

Humayun Ahmed,Novel,Aguner Poroshmoni,তাঁর মাথায় রক্ত উঠে গেল।

Humayun Ahmed,Novel,Aguner Poroshmoni,অমানিশি কাটবে কিভাবে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,এটা ফ্ল্যাট বাড়ি না।

Humayun Ahmed,Novel,Aguner Poroshmoni,ফ্ল্যাট বাড়ি হলে অন্যদের কাছে খোঁজ করা যেত।

Humayun Ahmed,Novel,Aguner Poroshmoni,"তবু তিনি রাত দশটার সময় পাঁচিলের কাছে দাঁড়িয়ে পাশের বাড়ির উকিল সাহেবকে চিকন সুরে ডাকতে লাগলেন—ফরিদউদ্দিন সাহেব, ফরিদউদ্দিন সাহেব, সিগারেট আছে ?"

Humayun Ahmed,Novel,Aguner Poroshmoni,সুরমা এসে তাঁকে টেনে ভেতরে নিয়ে গেলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,"রেগে আগুন হয়ে বললেন, 'মাথা কি খারাপ হয়ে গেছে ?'"

Humayun Ahmed,Novel,Aguner Poroshmoni,একটা রাত সিগারেট না ফুঁকলে কী হয় ?

Humayun Ahmed,Novel,Aguner Poroshmoni,"মতিন সাহেব মানিব্যাগ খুললেন ।"

Humayun Ahmed,Novel,Aguner Poroshmoni,ইদ্রিস মিয়া তার দোকানে আগর বাতি জ্বালিয়েছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,সব দোকানদারদের মধ্যে এই একটি নতুন অভ্যেস দেখা যাচ্ছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,আগরবাতি জ্বালানো।

Humayun Ahmed,Novel,Aguner Poroshmoni,আগে কেউ কেউ সন্ধ্যাবেলা জ্বালাতো ।

Humayun Ahmed,Novel,Aguner Poroshmoni,এখন প্রায় সারাদিনই জ্বলে।

Humayun Ahmed,Novel,Aguner Poroshmoni,আগরবাতির গন্ধ মৃত্যুর কথা মনে করিয়ে দেয়।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিনউদ্দিন সাহেব অস্বস্তি বোধ করতে লাগলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,": ইদ্রিস, দুই প্যাকেট ক্যাপস্টান দাও।"

Humayun Ahmed,Novel,Aguner Poroshmoni,ইদ্রিস সিগাটের বের করল।

Humayun Ahmed,Novel,Aguner Poroshmoni,দাম এক টাকা বেশি নিল।

Humayun Ahmed,Novel,Aguner Poroshmoni,সিগারেটের দাম চড়েছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,ছেলে ছোকরারা এখন সারাদিন ঘরে বসে থাকে এবং সিগারেট ফোঁকে।

Humayun Ahmed,Novel,Aguner Poroshmoni,এ ছাড়া কি আর করবে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: দুটা ম্যাচও দাও ।

Humayun Ahmed,Novel,Aguner Poroshmoni,"ইদ্রিস মিয়া ম্যাচ দিতে দিতে বলল, ‘আফনে কাউরে খুজতেছেন ?’"

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি চমকে উঠলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,বলে কি এই ব্যাটা।

Humayun Ahmed,Novel,Aguner Poroshmoni,টের পেল কি ভাবে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: কারে খুজেন ?

Humayun Ahmed,Novel,Aguner Poroshmoni,": আরে না, কাকে খুঁজব ?"

Humayun Ahmed,Novel,Aguner Poroshmoni,চুল কাটতে গিয়েছিলাম।

Humayun Ahmed,Novel,Aguner Poroshmoni,চুল একটু বড় হলেই আমার অসহ্য লাগে ।

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি বাড়ির দিকে রওনা হলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,গোরস্তান ঘেঁসে রাস্তা গিয়েছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,সে জন্যেই কি গা ছম ছম করে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,না অন্য কোনো কারণ আছে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,একটা কটু গন্ধ আসছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,নিউ পল্টন লাইনের লোকজনদের ধারণা বর্ষাকালে এই গন্ধ পাওয়া যায়।

Humayun Ahmed,Novel,Aguner Poroshmoni,লাশ পচে গন্ধ ছড়ায়।

Humayun Ahmed,Novel,Aguner Poroshmoni,এখন বর্ষাকাল।

Humayun Ahmed,Novel,Aguner Poroshmoni,গোরস্তানের পাশে বাড়ি ভাড়া নেয়াটা ভুল হয়েছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,বিরাট ভুল ।

Humayun Ahmed,Novel,Aguner Poroshmoni,বিন্তি গেটের কাছে দাঁড়িয়ে ছিল।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেবকে দেখে সে দাঁত বের করে হাসল ।

Humayun Ahmed,Novel,Aguner Poroshmoni,এই মেয়েটার হাসি-রোগ আছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,যখন তখন যার তার দিকে তাকিয়ে হাসবে।

Humayun Ahmed,Novel,Aguner Poroshmoni,অভদ্রের চূড়ান্ত।

Humayun Ahmed,Novel,Aguner Poroshmoni,কড়া ধমক দিতে হয়।

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি ধমক দিতে গিয়েও দিলেন না।

Humayun Ahmed,Novel,Aguner Poroshmoni,সোজা ঘরে ঢুকে খেতে বসলেন ।

Humayun Ahmed,Novel,Aguner Poroshmoni,সুরমাও বসেছেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,কিন্তু তিনি কিছু খাচ্ছেন না।

Humayun Ahmed,Novel,Aguner Poroshmoni,ঝগড়া-টগড়ার পর তিনি খাওয়া দাওয়া আলাদা করেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,মাঝে মাঝে করেনও না ।

Humayun Ahmed,Novel,Aguner Poroshmoni,"মতিন সাহেব ভাত মাখাতে মাখাতে বললেন, আজ কার্ফ পাঁচটা থেকে।"

Humayun Ahmed,Novel,Aguner Poroshmoni,"সুরমা তীক্ষ্ণ কণ্ঠে বললেন, ‘তাতে কি?’"

Humayun Ahmed,Novel,Aguner Poroshmoni,": না কিছু না।"

Humayun Ahmed,Novel,Aguner Poroshmoni,এমনি বললাম।

Humayun Ahmed,Novel,Aguner Poroshmoni,কথার কথা ।

Humayun Ahmed,Novel,Aguner Poroshmoni,: আজ অফিসে গেলে না কেন ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: শরীরটা ভাল না।

Humayun Ahmed,Novel,Aguner Poroshmoni,": একটা সত্যি কথা বলতো, কেউ কি আসবে ?"

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি বিষম খেলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,পানি টানি খেয়ে ঠাণ্ডা হতে তাঁর সময় লাগল ।

Humayun Ahmed,Novel,Aguner Poroshmoni,সুরমা তাকিয়ে আছেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,তাঁর মুখ কঠিন।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেব ছোট্ট একটি নিঃশ্বাস ফেললেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,একসময় সুরমার এই মুখ খুব কোমল ছিল।

Humayun Ahmed,Novel,Aguner Poroshmoni,কথায় কথায় রাগ করে কেঁদে ভাসাতো।

Humayun Ahmed,Novel,Aguner Poroshmoni,একবার তাঁকে এক সপ্তাহের জন্যে রাজশাহী যেতে হবে।

Humayun Ahmed,Novel,Aguner Poroshmoni,"সুরমা গম্ভীর হয়ে আছে, কথা টথা বলছে না।"

Humayun Ahmed,Novel,Aguner Poroshmoni,রওনা হবার আগে আগে এমন কান্না!

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেব বড় লজ্জার মধ্যে পড়ে গিয়েছিলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,বাড়ি ভর্তি লোকজন।

Humayun Ahmed,Novel,Aguner Poroshmoni,এদের মধ্যে মেজো ভাবীও আছেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,মেজো ভাবীর মুখ খুব আলগা।

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি নিচু গলায় বাজে ধরনের একটা রসিকতা করলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,কি অস্বস্তি।

Humayun Ahmed,Novel,Aguner Poroshmoni,পঁচিশ বছর আগেকার কথা।

Humayun Ahmed,Novel,Aguner Poroshmoni,পঁচিশ বছর খুব কি দীর্ঘ সময় ?

Humayun Ahmed,Novel,Aguner Poroshmoni,এই সময়ের মধ্যে একটি কোমল মুখ চিরদিনের জন্যে কঠিন হয়ে যায় !

Humayun Ahmed,Novel,Aguner Poroshmoni,": কি, কথা বলছ না কেন ?"

Humayun Ahmed,Novel,Aguner Poroshmoni,: কি বলব ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: কারোর কি আসার কথা ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: আরে না।

Humayun Ahmed,Novel,Aguner Poroshmoni,কে আসবে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: সত্যি করে বল ।

Humayun Ahmed,Novel,Aguner Poroshmoni,"মতিন সাহেব থেমে থেমে বললেন, ইয়ে- আমার এক দূর সম্পর্কের আত্মীয়।"

Humayun Ahmed,Novel,Aguner Poroshmoni,: কে সে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: তুমি চিনবে না।

Humayun Ahmed,Novel,Aguner Poroshmoni,": তোমার আত্মীয় আর আমি চিনব না, কি বলছ এ সব?"

Humayun Ahmed,Novel,Aguner Poroshmoni,": দেখা সাক্ষাৎ নেই তো, আমি নিজেই ভাল করে চিনি না ।"

Humayun Ahmed,Novel,Aguner Poroshmoni,: তুমি নিজেও চেন না ?

Humayun Ahmed,Novel,Aguner Poroshmoni,সুরমার কপালে ভাঁজ পড়ল।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেব অস্বস্থি বোধ করতে লাগলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,"তিনি মৃদু স্বরে বললেন— : দুই একদিন থাকবে, তারপর চলে যাবে।"

Humayun Ahmed,Novel,Aguner Poroshmoni,নাও আসতে পারে।

Humayun Ahmed,Novel,Aguner Poroshmoni,ঠিক নেই কিছু।

Humayun Ahmed,Novel,Aguner Poroshmoni,না আসারই সম্ভাবনা ।

Humayun Ahmed,Novel,Aguner Poroshmoni,: সে করে কি ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: জানি না।

Humayun Ahmed,Novel,Aguner Poroshmoni,: জানি না মানে ?

Humayun Ahmed,Novel,Aguner Poroshmoni,: বললাম তো আমি নিজেও চিনি না ভাল করে।

Humayun Ahmed,Novel,Aguner Poroshmoni,যোগাযোগ নেই।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেব উঠে পড়লেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,"সাধারণত ছুটির দিনগুলোতে তিনি খাওয়া দাওয়ার পর গল্পের বই পড়তে পড়তে ঘুমিয়ে পড়েন ৷ আজ ছুটির দিন নয়, কিন্তু তিনি অফিসে যান নি।"

Humayun Ahmed,Novel,Aguner Poroshmoni,কাজেই দিনটিকে ছুটির দিন হিসেবেই ধরা যেতে পারে।

Humayun Ahmed,Novel,Aguner Poroshmoni,তাঁর উচিত একটা বই নিয়ে বিছানায় চলে যাওয়া।

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি তা করলেন না।

Humayun Ahmed,Novel,Aguner Poroshmoni,বই হাতে বারান্দার ইজিচেয়ারে বসলেন।

Humayun Ahmed,Novel,Aguner Poroshmoni,চোখ রাস্তার দিকে।

Humayun Ahmed,Novel,Aguner Poroshmoni,দিনের আলো কমে আসছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,আকাশে মেঘ জমতে শুরু করেছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,পর পর কয়েক দিন খটখটে রোদ গিয়েছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,এখন আবার কয়েক দিন ক্রমাগত বৃষ্টি হবার কথা।

Humayun Ahmed,Novel,Aguner Poroshmoni,বাড়ির ভেতরে সুরমা বসেছে তার সেলাই মেশিন নিয়ে।

Humayun Ahmed,Novel,Aguner Poroshmoni,বিশ্রী ঘটাং ঘটাং শব্দ হচ্ছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,মতিন সাহেবের ঘুম পেয়ে গেল।

Humayun Ahmed,Novel,Aguner Poroshmoni,হাতে ধরে থাকা বইটির লেখাগুলো ঝাপসা হয়ে উঠছে।

Humayun Ahmed,Novel,Aguner Poroshmoni,ঝাপসা এবং অস্পষ্ট।

Humayun Ahmed,Novel,Aguner Poroshmoni,রোদ নেই একেবারেই।

Humayun Ahmed,Novel,Aguner Poroshmoni,আকাশে মেঘের ঘনঘটা।

Humayun Ahmed,Novel,Aguner Poroshmoni,"বৃষ্টি হবে, জোর বৃষ্টি হবে।"

Humayun Ahmed,Novel,Aguner Poroshmoni,তিনি বই বন্ধ করে আকাশের দিকে তাকালেন ।

Humayun Ahmed,Novel,Krishnopokkho,"নোটটা বদলাইয়া দেন আফা, ছিড়া নোট।"

Humayun Ahmed,Novel,Krishnopokkho,অরুর গা বেয়ে শীতল স্রোত বয়ে গেল।

Humayun Ahmed,Novel,Krishnopokkho,কুড়ি টাকার একটা নোটই তার কাছে আছে।

Humayun Ahmed,Novel,Krishnopokkho,ছেড়া নোট বদলাবে কোত্থেকে ?

Humayun Ahmed,Novel,Krishnopokkho,"অরু গলার স্বর স্বাভাবিক রাখার প্রাণপণ চেষ্টা করতে করতে বলল, কই দেখি নোটটা ?"

Humayun Ahmed,Novel,Krishnopokkho,রিকশাওয়ালার মুখে অহংকার মেশানো বিজয়ীর হাসি।

Humayun Ahmed,Novel,Krishnopokkho,ছেড়া নোটটা আবিষ্কার করে সে খুব খুশী ।

Humayun Ahmed,Novel,Krishnopokkho,যেন সে ক্রিস্টফার কলম্বাস।

Humayun Ahmed,Novel,Krishnopokkho,আমেরিকা আবিষ্কার করে ফেলেছে ।

Humayun Ahmed,Novel,Krishnopokkho,"অরু বলল, কই আমি তো ছেড়া দেখছি না।"

Humayun Ahmed,Novel,Krishnopokkho,"রিকশাওয়ালা তচ্ছিল্যের ভঙ্গি করে বলল, নজর দিয়া দেহেন।"

Humayun Ahmed,Novel,Krishnopokkho,অরু ‘নজর’ দিয়ে দেখল।

Humayun Ahmed,Novel,Krishnopokkho,হ্যাঁ ছেড়া।

Humayun Ahmed,Novel,Krishnopokkho,ছিড়ে দুখণ্ড করা।

Humayun Ahmed,Novel,Krishnopokkho,স্কচ টেপ দিয়ে এত সাবধানে জোড়া লাগানো যে রিকশাওয়ালা ছাড়া অন্য কারো বোঝার উপায় নেই ।

Humayun Ahmed,Novel,Krishnopokkho,"‘কি আফা বিশ্বাস হইল?’ অরু ক্ষীণ গলায় বলল, শোন, আমার কাছে আর কোন টাকা নেই।"

Humayun Ahmed,Novel,Krishnopokkho,এই একটাই নোট।

Humayun Ahmed,Novel,Krishnopokkho,তুমি এক কাজ কর পুরোটাই নিয়ে যাও ।

Humayun Ahmed,Novel,Krishnopokkho,‘ছিড়া নোট নিয়া ফায়দা কি ?’

Humayun Ahmed,Novel,Krishnopokkho,‘ফায়দা আছে।’

Humayun Ahmed,Novel,Krishnopokkho,গুলিস্তানে ছেড়া নোট বদলে নেয়।

Humayun Ahmed,Novel,Krishnopokkho,দু'টাকা বাটা রাখবে।

Humayun Ahmed,Novel,Krishnopokkho,কুড়ি টাকার বদলে তুমি পাবে আঠারো টাকা ।

Humayun Ahmed,Novel,Krishnopokkho,দশ টাকা লাভ।

Humayun Ahmed,Novel,Krishnopokkho,'‘আমার লাভের দরকার নাই ।’

Humayun Ahmed,Novel,Krishnopokkho,‘এখন আমি টাকা পাব কোথায় ?’

Humayun Ahmed,Novel,Krishnopokkho,বলেছি না আমার কাছে একটাই নোট !

Humayun Ahmed,Novel,Krishnopokkho,—‘টাকা পয়সা না নিয়া রিকশাতে উঠেন ক্যান ?’

Humayun Ahmed,Novel,Krishnopokkho,‘ভুল করে উঠি।’

Humayun Ahmed,Novel,Krishnopokkho,তুমি ভুল কর না ?

Humayun Ahmed,Novel,Krishnopokkho,মাঝে মাঝে বৃষ্টির দিনে প্লাস্টিকের পর্দা ছাড়া চলে আস না ?

Humayun Ahmed,Novel,Krishnopokkho,*যুক্তি রিকশাওয়ালাকে কাবু করল না।

Humayun Ahmed,Novel,Krishnopokkho,সে ক্রুদ্ধ ভঙ্গিতে তাকিয়ে রইল।

Humayun Ahmed,Novel,Krishnopokkho,"অরু বলল, আচ্ছা ঠিক আছে তুমি মিনিট দশেক অপেক্ষা কর।"

Humayun Ahmed,Novel,Krishnopokkho,তোমাকে ভাল নোট দেব।

Humayun Ahmed,Novel,Krishnopokkho,রিকশার সিটে বসে আরাম করে চা খাও।

Humayun Ahmed,Novel,Krishnopokkho,ফ্লাক্সে করে এক ছেলে ঘুরে ঘুরে চা বিক্রি করছে।

Humayun Ahmed,Novel,Krishnopokkho,"অরু তাকে ডেকে বলল, তুমি এই রিকশাওয়ালাকে এক কাপ চা দাও।"

Humayun Ahmed,Novel,Krishnopokkho,রিকশাওয়ালা খানিকটা হকচকিয়ে গেল।

Humayun Ahmed,Novel,Krishnopokkho,এই জাতীয় পরিস্থিতির মুখোমুখি সে এর আগে হয় নি।

Humayun Ahmed,Novel,Krishnopokkho,অরু ঘড়ি দেখল - চারটা সাত ।

Humayun Ahmed,Novel,Krishnopokkho,"কাটায় কাটায় চারটার সময় তার আসার কথা, সে তাই এসেছে।"

Humayun Ahmed,Novel,Krishnopokkho,মুহিবের খোঁজ নেই।

Humayun Ahmed,Novel,Krishnopokkho,সে মনে হয় আজও দেরি করবে।

Humayun Ahmed,Novel,Krishnopokkho,আজকের দিনটিতেও সে কি সময় মত আসবে না ?

Humayun Ahmed,Novel,Krishnopokkho,কুড়ি একুশ বছরের একটি মেয়ের জন্যে একা একা অপেক্ষা করা যে কি যন্ত্রনা তা ক'জন জানে ?

Humayun Ahmed,Novel,Krishnopokkho,"সেজেগুজে একা দাড়িয়ে থাকা মেয়ের দিকে সবাই খানিকটা কৌতুহল, খানিকটা করুণা এবং খানিকটা তাচ্ছিল্য নিয়ে তাকায়।"

Humayun Ahmed,Novel,Krishnopokkho,বুড়োরা এমন ভঙ্গি করে যেন দেশ রসাতলে যাচ্ছে।

Humayun Ahmed,Novel,Krishnopokkho,সংসদ ভবনের এই রাস্তাটা এখন বলতে গেলে বুড়োদের দখলে।

Humayun Ahmed,Novel,Krishnopokkho,সকাল বিকাল এদের দেখা যায় হাঁটাহাঁটি করছে ।

Humayun Ahmed,Novel,Krishnopokkho,স্বাস্থ্য রক্ষা।

Humayun Ahmed,Novel,Krishnopokkho,যে করেই হোক আরো কিছুদিন বাঁচতে হবে।

Humayun Ahmed,Novel,Krishnopokkho,সমাজের অনাচার দেখে নাক সিঁটকাতে হবে।

Humayun Ahmed,Novel,Krishnopokkho,কিছুতেই মরা চলবে না ।

Humayun Ahmed,Novel,Krishnopokkho,রিকশাওয়ালা চা খেতে খেতে তীক্ষ্ণ দৃষ্টিতে অরুকে দেখছে।

Humayun Ahmed,Novel,Krishnopokkho,এও এক যন্ত্রনা।

Humayun Ahmed,Novel,Krishnopokkho,একজন কেউ তাকিয়ে থাকলে কিছুতেই স্বাভাবিক হওয়া যায় না।

Humayun Ahmed,Novel,Krishnopokkho,অরু আবার ঘড়ি দেখল - মাত্র পাঁচ মিনিট পার হয়েছে ।

Humayun Ahmed,Novel,Krishnopokkho,সময় কি পুরোপুরি থেমে আছে ?

Humayun Ahmed,Novel,Krishnopokkho,না ঘড়ি বন্ধ ?

Humayun Ahmed,Novel,Krishnopokkho,মুহিবকে এতক্ষণে দেখা গেল।

Humayun Ahmed,Novel,Krishnopokkho,লম্বা লম্বা পা ফেলে ছুটতে ছুটতে আসছে ।

Humayun Ahmed,Novel,Krishnopokkho,কোন দিকে তাকাচ্ছে না।

Humayun Ahmed,Novel,Krishnopokkho,"অরু ডাকল, এ্যাই।"

Humayun Ahmed,Novel,Krishnopokkho,মুহিব থমকে দাঁড়াল।

Humayun Ahmed,Novel,Krishnopokkho,যেদিক থেকে শব্দ এসেছে সেদিকে না তাকিয়ে অন্য দিকে তাকাচ্ছে।

Humayun Ahmed,Novel,Krishnopokkho,কি যে অদ্ভূত কাণ্ডকারখানা !

Humayun Ahmed,Novel,Krishnopokkho,রাগে অরুর গা জ্বলে যাচ্ছে।

Humayun Ahmed,Novel,Krishnopokkho,আজকের দিনে সে এমন বিশ্রী পোশাক পরে এল কি করে ?

Humayun Ahmed,Novel,Krishnopokkho,কে বলেছে তাকে পাঞ্জাবী পরতে ?

Humayun Ahmed,Novel,Krishnopokkho,কটকটে হলুদ রঙের সিল্কের পাঞ্জাবীতে তাকে যে কি বিশ্রী দেখাচ্ছে তা বোধহয় সে নিজেও জানে না।

Humayun Ahmed,Novel,Krishnopokkho,আয়না দিয়ে নিশ্চয়ই নিজেকে দেখেনি।

Humayun Ahmed,Novel,Krishnopokkho,"অরু গলা উচিয়ে ডাকল, এ্যাই এ্যাই ।"

Humayun Ahmed,Novel,Krishnopokkho,মুহিব তাকাল ।

Humayun Ahmed,Novel,Krishnopokkho,এবং হেসে ফেলল।

Humayun Ahmed,Novel,Krishnopokkho,সেই হাসি এত সুন্দর যে অরু তার দেরি করে আসার অপরাধ অর্ধেক ক্ষমা করে দিল।

Humayun Ahmed,Novel,Krishnopokkho,কটকটে হলুদ পাজ্ঞাবী পরার অপরাধ অবশ্যি এখনো ক্ষমা করা যাচ্ছে না ।

Humayun Ahmed,Novel,Krishnopokkho,‘তাড়াতাড়ি আসতে গিয়ে দেরি হয়ে গেল।

Humayun Ahmed,Novel,Krishnopokkho,ভেবে রেখেছিলাম আজ অন্তত এক ঘণ্টা আগে উপস্থিত হব।

Humayun Ahmed,Novel,Krishnopokkho,"গাড়ি যোগাড় করতে গিয়ে ... ‘কে তোমাকে গাড়ি যোগাড় করতে বলেছে? কেউ বলেনি।’"

Humayun Ahmed,Novel,Krishnopokkho,"ভাবলাম ....
‘কোথায় তোমার গাড়ি ?’"

Humayun Ahmed,Novel,Krishnopokkho,‘তেল নেবার জন্যে পেট্রল পাম্পে থেমেছিল - তারপরে আর স্টার্ট নিচ্ছে না ।’

Humayun Ahmed,Novel,Krishnopokkho,"‘ঐখান থেকে দৌড়াতে দৌড়াতে এসেছ’
‘হুঁ।’"

Humayun Ahmed,Novel,Krishnopokkho,খুব দূর না ।

Humayun Ahmed,Novel,Krishnopokkho,আসাদ গেট পেট্রল পাম্প।

Humayun Ahmed,Novel,Krishnopokkho,‘ভাংতি টাকা আছে তোমার কাছে ?’

Humayun Ahmed,Novel,Krishnopokkho,* ‘আছে।’

Humayun Ahmed,Novel,Krishnopokkho,"‘দেখি আমাকে দশটা টাকা দাও।’"

