novel_name,tokenized_sentence
Aguner Poroshmoni,সে রিকশাও ফাঁকা।
Aguner Poroshmoni,অথচ কিছুদিন আগেও দুপুরবেলায় রিকশার যন্ত্রণায় হাঁটা যেত না।
Aguner Poroshmoni,মতিন সাহেব রাস্তার মোড় পর্যন্ত গেলেন।
Aguner Poroshmoni,ইদ্রিস মিয়ার পানের দোকানের পাশে গিয়ে দাঁড়ালেন।
Aguner Poroshmoni,"ইদ্রিস মিরা শুকনো গলায় বলল, 'স্যার ভাল আছেন ?"
Aguner Poroshmoni,যার অর্থ হ্যাঁ।
Aguner Poroshmoni,কিন্তু মুখের ভাবে তা মনে হলো না।
Aguner Poroshmoni,তাঁর মুখ দেখে মনে হচ্ছে তিনি ভাল নেই ।
Aguner Poroshmoni,: বিক্রি বাটা কেমন ইদ্রিস ?
Aguner Poroshmoni,: আর বিক্রি।
Aguner Poroshmoni,কিনব কে কেন ?
Aguner Poroshmoni,কিনার মানুষ আছে ?
Aguner Poroshmoni,: দেখি একটা পান দাও ।
Aguner Poroshmoni,মতিন সাহেবের এখনো দুপুরের খাওয়া হয়নি।
Aguner Poroshmoni,এক্ষুণি গিয়ে ভাত নিয়ে বসতে হবে।
Aguner Poroshmoni,পান খাওয়ার কোনো মানে হয় না।
Aguner Poroshmoni,কিন্তু একটা দোকানের সামনে শুধু শুধু দাঁড়িয়ে থাকা যায় না।
Aguner Poroshmoni,ব্যাপারটা সন্দেহ- জনক।
Aguner Poroshmoni,এখন সময় খারাপ।
Aguner Poroshmoni,আচার আচরণে কোনো রকম সন্দেহের ছাপ থাকা ঠিক না ।
Aguner Poroshmoni,: জর্দা দিমু ?
Aguner Poroshmoni,: দাও ।
Aguner Poroshmoni,ইদ্রিস নিষ্প্রাণ ভঙ্গিতে পান সাজাতে লাগল।
Aguner Poroshmoni,তার মাথায় ঝুটি- বিহীন একটা লাল ফেজ টুপি।
Aguner Poroshmoni,কোত্থেকে জোগাড় করেছে কে জানে।
Aguner Poroshmoni,চিবুকের কাছে অল্প দাড়ি মতিন।
Aguner Poroshmoni,"সাহেব গান মুখে নিয়ে বললেন--

দাড়ি রাখছ নাকি ইদ্রিস ?"
Aguner Poroshmoni,ইদ্রিস জবাব দিল না।
Aguner Poroshmoni,: দাড়ি রেখে ভালই করেছ।
Aguner Poroshmoni,"যে দিকে বাতাস, সেই দিকেই পাল তুলতে হয়।"
Aguner Poroshmoni,পান কত ?
Aguner Poroshmoni,: দেন যা ইচ্ছা।
Aguner Poroshmoni,ইদ্রিসের গলার স্বরে স্পষ্ট বৈরাগ্য।
Aguner Poroshmoni,যেন পানের দাম না দিলেও তার কিছু আসে যায় না।
Aguner Poroshmoni,মতিন সাহেব একটা সিকি ফেলে খানিকটা এগিয়ে গেলেন।
Aguner Poroshmoni,নিউ পল্টন লাইনের এই গলিটায় বেশ কয়েকটি দোকান ।
Aguner Poroshmoni,কিন্তু মডার্ন সেলুন এবং পাশের ঘরটি ছাড়া সবই বন্ধ।
Aguner Poroshmoni,তিনি মডান সেলুনে ঢুকে পড়লেন।
Aguner Poroshmoni,রাস্তায় হাঁটাহাঁটি করার চেয়ে সেলুনে চুল কাটা নিয়ে ব্যস্ত থাকা ভাল।
Aguner Poroshmoni,সেলুনটা এক সময় মস্তান ছেলে পুলেদের আড্ডাখানা ছিল।
Aguner Poroshmoni,লম্বা চুলের চার পাঁচটা ছেলে সার্টের বুকের বোতাম খুলে বেঞ্চির উপর বসে থাকত।
Aguner Poroshmoni,সেলুনের একটা এক ব্যান্ড ট্রানজিস্টার সারাক্ষণই বাজত।
Aguner Poroshmoni,ট্রানজিস্টারের ব্যাটারীর খরচ দিতে গিয়েই সেলুন লাটে ওঠার কথা।
Aguner Poroshmoni,কিন্তু তা ওঠে নি।
Aguner Poroshmoni,রমরমা ব্যাবসা করেছে।
Aguner Poroshmoni,আজ অবশ্যি জনশূন্য।
Aguner Poroshmoni,তবে ট্রানজিস্টার বাজছে।
Aguner Poroshmoni,আগের মত ফুল ভালুমে নয়।
Aguner Poroshmoni,দেশাত্মবোধক গান।
Aguner Poroshmoni,কথা ও সুর নজিবুল হক।
Aguner Poroshmoni,মতিন সাহেব বেশ মন দিয়েই গান শুনতে লাগলেন।
Aguner Poroshmoni,তবে চোখ রাখলেন রাস্তার ওপর।
Aguner Poroshmoni,: চুলটা একটু ছোট কর।
Aguner Poroshmoni,নাপিত ছেলেটি বিস্মিত হল।
Aguner Poroshmoni,সে এঁর চুল গত বুধবারেই কেটেছে।
Aguner Poroshmoni,আজ আরেক বুধবার।
Aguner Poroshmoni,এক সপ্তাহে চুল বাড়ে দুই সুতা।
Aguner Poroshmoni,তার জন্যে কেউ চুল কাটাতে আসে না।
Aguner Poroshmoni,: স্যার চুল কাটবেন ?
Aguner Poroshmoni,: হুঁ।
Aguner Poroshmoni,পিছনের দিকে একটু ছোট কর।
Aguner Poroshmoni,নাপিতের কাঁচি যন্ত্রের মত খট খট করতে লাগল।
Aguner Poroshmoni,মতিন সাহেব বললেন-- দেশের হালচাল কি ?
Aguner Poroshmoni,: ভালই ।
Aguner Poroshmoni,চুল কাটাতে এলে এই ছোকরার কথার যন্ত্রণার অস্থির হতে হত।
Aguner Poroshmoni,কথা শুনতে তাঁর খারাপ লাগে না।
Aguner Poroshmoni,কিন্তু এই ছোকরা কথা বলার সময় থুথুর ছিটে এসে লাগে।
Aguner Poroshmoni,আজ সে নিশ্চুপ।
Aguner Poroshmoni,থুথু গায়ে লাগার কোনো আশঙ্কাই নেই ।
Aguner Poroshmoni,"দাম দেবার সময় তিনি জিজ্ঞেস করলেন, 'রাত দিন ট্রানজিস্টার চালাও কিভাবে?"
Aguner Poroshmoni,ব্যাটারীর তো মেলা দাম।
Aguner Poroshmoni,নাপিত ছোকরা জবাব দিল না।
Aguner Poroshmoni,গম্ভীর মুখে টাকা ফেরত দিয়ে বেঞ্চির ওপর পা তুলে বসে রইল।
Aguner Poroshmoni,"মতিন সাহেব বললেন, 'আজ কা"" ক'টা থেকে জান নাকি?"
Aguner Poroshmoni,": এক ঘন্টা পিছিয়ে দিল, ব্যাপারটা কি ?"
Aguner Poroshmoni,": ঝামেলা নাই, গণ্ডগোল নাই—কাফু ও নাই ।"
Aguner Poroshmoni,: তা তো ঠিকই।
Aguner Poroshmoni,"এখন হয়েছে ছ'টা, তারপর হবে সাতটা।"
Aguner Poroshmoni,"তারপর আটটা, কি বল ?"
Aguner Poroshmoni,তিনি কোন উত্তয় পেলেন না।
Aguner Poroshmoni,ছেলেটা ঠাণ্ডা চোখে তাকিয়ে আছে।
Aguner Poroshmoni,আজকাল কেউ বাড়তি কথা বলতে চায় না।
Aguner Poroshmoni,"চেনা মানুষদের কাছেও
না।"
Aguner Poroshmoni,রোদ উঠেছে কড়া এবং ঝাঁঝালো।
Aguner Poroshmoni,কিন্তু এই কড়া রোদেও তাঁর কেমন শীত শীত করতে লাগল।
Aguner Poroshmoni,তিনি ইদ্রিস মিয়ার দোকানের সামনে দ্বিতীয়বার এসে দাঁড়ালেন।
Aguner Poroshmoni,মনে করতে চেষ্টা করলেন ঘরে যথেষ্ট সিগারেট আছে কি না।
Aguner Poroshmoni,পাঁচটার পর কোথাও কিছু পাওয়া যাবে না।
Aguner Poroshmoni,গত সোমবারে সিগারেটের অভাবে খুব কষ্ট করেছেন।
Aguner Poroshmoni,"রাত ন'টার সময় বিস্তি এসে বলল, সিগারেটের প্যাকেট খুইজ্যা পাই না।"
Aguner Poroshmoni,"কি সর্বনাশ, বলে কি !"
Aguner Poroshmoni,তাঁর মাথায় রক্ত উঠে গেল।
Aguner Poroshmoni,অমানিশি কাটবে কিভাবে ?
Aguner Poroshmoni,এটা ফ্ল্যাট বাড়ি না।
Aguner Poroshmoni,ফ্ল্যাট বাড়ি হলে অন্যদের কাছে খোঁজ করা যেত।
Aguner Poroshmoni,"তবু তিনি রাত দশটার সময় পাঁচিলের কাছে দাঁড়িয়ে পাশের বাড়ির উকিল সাহেবকে চিকন সুরে ডাকতে লাগলেন—ফরিদউদ্দিন সাহেব, ফরিদউদ্দিন সাহেব, সিগারেট আছে ?"
Aguner Poroshmoni,সুরমা এসে তাঁকে টেনে ভেতরে নিয়ে গেলেন।
Aguner Poroshmoni,"রেগে আগুন হয়ে বললেন, 'মাথা কি খারাপ হয়ে গেছে ?"
Aguner Poroshmoni,একটা রাত সিগারেট না ফুঁকলে কী হয় ?
Aguner Poroshmoni,ইদ্রিস মিয়া তার দোকানে আগর বাতি জ্বালিয়েছে।
Aguner Poroshmoni,সব দোকানদারদের মধ্যে এই একটি নতুন অভ্যেস দেখা যাচ্ছে।
Aguner Poroshmoni,আগরবাতি জ্বালানো।
Aguner Poroshmoni,আগে কেউ কেউ সন্ধ্যাবেলা জ্বালাতো ।
Aguner Poroshmoni,এখন প্রায় সারাদিনই জ্বলে।
Aguner Poroshmoni,আগরবাতির গন্ধ মৃত্যুর কথা মনে করিয়ে দেয়।
Aguner Poroshmoni,মতিনউদ্দিন সাহেব অস্বস্তি বোধ করতে লাগলেন।
Aguner Poroshmoni,": ইদ্রিস, দুই প্যাকেট ক্যাপস্টান দাও।"
Aguner Poroshmoni,ইদ্রিস সিগাটের বের করল।
Aguner Poroshmoni,দাম এক টাকা বেশি নিল।
Aguner Poroshmoni,সিগারেটের দাম চড়েছে।
Aguner Poroshmoni,ছেলে ছোকরারা এখন সারাদিন ঘরে বসে থাকে এবং সিগারেট ফোঁকে।
Aguner Poroshmoni,এ ছাড়া কি আর করবে ?
Aguner Poroshmoni,: দুটা ম্যাচও দাও ।
Aguner Poroshmoni,"ইদ্রিস মিয়া ম্যাচ দিতে দিতে বলল, ""আফনে কাউরে খুজতেছেন ?"
Aguner Poroshmoni,বলে কি এই ব্যাটা।
Aguner Poroshmoni,টের পেল কি ভাবে ?
Aguner Poroshmoni,: কারে খুজেন ?
Aguner Poroshmoni,": আরে না, কাকে খুঁজব ?"
Aguner Poroshmoni,চুল কাটতে গিয়েছিলাম।
Aguner Poroshmoni,চুল একটু বড় হলেই আমার অসহ্য লাগে ।
Aguner Poroshmoni,তিনি বাড়ির দিকে রওনা হলেন।
Aguner Poroshmoni,গোরস্তান ঘেঁসে রাস্তা গিয়েছে।
Aguner Poroshmoni,সে জন্যেই কি গা ছম ছম করে ?
Aguner Poroshmoni,না অন্য কোনো কারণ আছে ?
Aguner Poroshmoni,একটা কটু গন্ধ আসছে।
Aguner Poroshmoni,নিউ পল্টন লাইনের লোকজনদের ধারণা বর্ষাকালে এই গন্ধ পাওয়া যায়।
Aguner Poroshmoni,লাশ পচে গন্ধ ছড়ায়।
Aguner Poroshmoni,এখন বর্ষাকাল।
Aguner Poroshmoni,গোরস্তানের পাশে বাড়ি ভাড়া নেয়াটা ভুল হয়েছে।
Aguner Poroshmoni,বিরাট ভুল ।
Aguner Poroshmoni,বিন্তি গেটের কাছে দাঁড়িয়ে ছিল।
Aguner Poroshmoni,মতিন সাহেবকে দেখে সে দাঁত বের করে হাসল ।
Aguner Poroshmoni,এই মেয়েটার হাসি-রোগ আছে।
Aguner Poroshmoni,যখন তখন যার তার দিকে তাকিয়ে হাসবে।
Aguner Poroshmoni,অভদ্রের চূড়ান্ত।
Aguner Poroshmoni,কড়া ধমক দিতে হয়।
Aguner Poroshmoni,তিনি ধমক দিতে গিয়েও দিলেন না।
Aguner Poroshmoni,সোজা ঘরে ঢুকে খেতে বসলেন ।
Aguner Poroshmoni,সুরমাও বসেছেন।
Aguner Poroshmoni,কিন্তু তিনি কিছু খাচ্ছেন না।
Aguner Poroshmoni,ঝগড়া-টগড়ার পর তিনি খাওয়া দাওয়া আলাদা করেন।
Aguner Poroshmoni,মাঝে মাঝে করেনও না ।
Aguner Poroshmoni,"মতিন সাহেব ভাত মাখাতে মাখাতে বললেন, আজ কার্ফ পাঁচটা থেকে।"
Aguner Poroshmoni,"সুরমা তীক্ষ্ণ কণ্ঠে বললেন, 'তাতে কি?"
Aguner Poroshmoni,এমনি বললাম।
Aguner Poroshmoni,কথার কথা ।
Aguner Poroshmoni,: আজ অফিসে গেলে না কেন ?
Aguner Poroshmoni,: শরীরটা ভাল না।
Aguner Poroshmoni,": একটা সত্যি কথা বলতো, কেউ কি আসবে ?"
Aguner Poroshmoni,তিনি বিষম খেলেন।
Aguner Poroshmoni,পানি টানি খেয়ে ঠাণ্ডা হতে তাঁর সময় লাগল ।
Aguner Poroshmoni,সুরমা তাকিয়ে আছেন।
Aguner Poroshmoni,তাঁর মুখ কঠিন।
Aguner Poroshmoni,মতিন সাহেব ছোট্ট একটি নিঃশ্বাস ফেললেন।
Aguner Poroshmoni,একসময় সুরমার এই মুখ খুব কোমল ছিল।
Aguner Poroshmoni,কথায় কথায় রাগ করে কেঁদে ভাসাতো।
Aguner Poroshmoni,একবার তাঁকে এক সপ্তাহের জন্যে রাজশাহী যেতে হবে।
Aguner Poroshmoni,"সুরমা গম্ভীর হয়ে আছে, কথা টথা বলছে না।"
Aguner Poroshmoni,রওনা হবার আগে আগে এমন কান্না!
Aguner Poroshmoni,মতিন সাহেব বড় লজ্জার মধ্যে পড়ে গিয়েছিলেন।
Aguner Poroshmoni,বাড়ি ভর্তি লোকজন।
Aguner Poroshmoni,এদের মধ্যে মেজো ভাবীও আছেন।
Aguner Poroshmoni,মেজো ভাবীর মুখ খুব আলগা।
Aguner Poroshmoni,তিনি নিচু গলায় বাজে ধরনের একটা রসিকতা করলেন।
Aguner Poroshmoni,কি অস্বস্তি।
Aguner Poroshmoni,পঁচিশ বছর আগেকার কথা।
Aguner Poroshmoni,পঁচিশ বছর খুব কি দীর্ঘ সময় ?
Aguner Poroshmoni,এই সময়ের মধ্যে একটি কোমল মুখ চিরদিনের জন্যে কঠিন হয়ে যায় !
Aguner Poroshmoni,": কি, কথা বলছ না কেন ?"
Aguner Poroshmoni,: কি বলব ?
Aguner Poroshmoni,: কারোর কি আসার কথা ?
Aguner Poroshmoni,: আরে না।
Aguner Poroshmoni,কে আসবে ?
Aguner Poroshmoni,: সত্যি করে বল ।
Aguner Poroshmoni,"মতিন সাহেব থেমে থেমে বললেন, ইয়ে- আমার এক দূর সম্পর্কের আত্মীয়।"
Aguner Poroshmoni,: কে সে ?
Aguner Poroshmoni,: তুমি চিনবে না।
Aguner Poroshmoni,": তোমার আত্মীয় আর আমি চিনব না, কি বলছ এ সব?"
Aguner Poroshmoni,"ঃ দেখা সাক্ষাৎ নেই তো, আমি নিজেই ভাল করে চিনি না ।"
Aguner Poroshmoni,: তুমি নিজেও চেন না ?
Aguner Poroshmoni,সুরমার কপালে ভাঁজ পড়ল।
Aguner Poroshmoni,মতিন সাহেব অস্বস্থি বোধ করতে লাগলেন।
Aguner Poroshmoni,"তিনি মৃদু স্বরে বললেন—
: দুই একদিন থাকবে, তারপর চলে যাবে।"
Aguner Poroshmoni,নাও আসতে পারে।
Aguner Poroshmoni,ঠিক নেই কিছু।
Aguner Poroshmoni,না আসারই সম্ভাবনা ।
Aguner Poroshmoni,: সে করে কি ?
Aguner Poroshmoni,: জানি না।
Aguner Poroshmoni,: জানি না মানে ?
Aguner Poroshmoni,: বললাম তো আমি নিজেও চিনি না ভাল করে।
Aguner Poroshmoni,যোগাযোগ নেই।
Aguner Poroshmoni,মতিন সাহেব উঠে পড়লেন।
Aguner Poroshmoni,"সাধারণত ছুটির দিনগুলোতে তিনি খাওয়া দাওয়ার পর গল্পের বই পড়তে পড়তে ঘুমিয়ে পড়েন ৷ আজ ছুটির দিন নয়, কিন্তু তিনি অফিসে যান নি।"
Aguner Poroshmoni,কাজেই দিনটিকে ছুটির দিন হিসেবেই ধরা যেতে পারে।
Aguner Poroshmoni,তাঁর উচিত একটা বই নিয়ে বিছানায় চলে যাওয়া।
Aguner Poroshmoni,তিনি তা করলেন না।
Aguner Poroshmoni,বই হাতে বারান্দার ইজিচেয়ারে বসলেন।
Aguner Poroshmoni,চোখ রাস্তার দিকে।
Aguner Poroshmoni,দিনের আলো কমে আসছে।
Aguner Poroshmoni,আকাশে মেঘ জমতে শুরু করেছে।
Aguner Poroshmoni,পর পর কয়েক দিন খটখটে রোদ গিয়েছে।
Aguner Poroshmoni,এখন আবার কয়েক দিন ক্রমাগত বৃষ্টি হবার কথা।
Aguner Poroshmoni,বাড়ির ভেতরে সুরমা বসেছে তার সেলাই মেশিন নিয়ে।
Aguner Poroshmoni,বিশ্রী ঘটাং ঘটাং শব্দ হচ্ছে।
Aguner Poroshmoni,মতিন সাহেবের ঘুম পেয়ে গেল।
Aguner Poroshmoni,হাতে ধরে থাকা বইটির লেখাগুলো ঝাপসা হয়ে উঠছে।
Aguner Poroshmoni,ঝাপসা এবং অস্পষ্ট।
Aguner Poroshmoni,রোদ নেই একেবারেই।
Aguner Poroshmoni,আকাশে মেঘের ঘনঘটা।
Aguner Poroshmoni,"বৃষ্টি হবে, জোর বৃষ্টি হবে।"
Aguner Poroshmoni,তিনি বই বন্ধ করে আকাশের দিকে তাকালেন ।
Krishnopokkho,"নোটটা বদলাইয়া দেন আফা, ছিড়া নোট।"
Krishnopokkho,'অরুর গা বেয়ে শীতল স্রোত বয়ে গেল।
Krishnopokkho,কুড়ি টাকার একটা নোটই তার কাছে আছে।
Krishnopokkho,ছেড়া নোট বদলাবে কোত্থেকে ?
Krishnopokkho,"অরু গলার স্বর স্বাভাবিক রাখার প্রাণপণ চেষ্টা করতে করতে বলল, কই দেখি নোটটা ?"
Krishnopokkho,রিকশাওয়ালার মুখে অহংকার মেশানো বিজয়ীর হাসি।
Krishnopokkho,ছেড়া নোটটা আবিষ্কার করে সে খুব খুশী ।
Krishnopokkho,যেন সে ক্রিস্টফার কলম্বাস।
Krishnopokkho,আমেরিকা আবিষ্কার করে ফেলেছে ।
Krishnopokkho,"অরু বলল, কই আমি তো ছেড়া দেখছি না।"
Krishnopokkho,"রিকশাওয়ালা তচ্ছিল্যের ভঙ্গি করে বলল, নজর দিয়া দেহেন।"
Krishnopokkho,অরু ‘নজর' দিয়ে দেখল।
Krishnopokkho,হ্যাঁ ছেড়া।
Krishnopokkho,ছিড়ে দুখণ্ড করা।
Krishnopokkho,স্কচ টেপ দিয়ে এত সাবধানে জোড়া লাগানো যে রিকশাওয়ালা ছাড়া অন্য কারো বোঝার উপায় নেই ।
Krishnopokkho,এই একটাই নোট।
Krishnopokkho,তুমি এক কাজ কর পুরোটাই নিয়ে যাও ।
Krishnopokkho,গুলিস্তানে ছেড়া নোট বদলে নেয়।
Krishnopokkho,দু'টাকা বাটা রাখবে।
Krishnopokkho,কুড়ি টাকার বদলে তুমি পাবে আঠারো টাকা ।
Krishnopokkho,দশ টাকা লাভ।
Krishnopokkho,'‘আমার লাভের দরকার নাই ।
Krishnopokkho,বলেছি না আমার কাছে একটাই নোট !
Krishnopokkho,—“টাকা পয়সা না নিয়া রিকশাতে উঠেন ক্যান ?
Krishnopokkho,তুমি ভুল কর না ?
Krishnopokkho,মাঝে মাঝে বৃষ্টির দিনে প্লাস্টিকের পর্দা ছাড়া চলে আস না ?
Krishnopokkho,*যুক্তি রিকশাওয়ালাকে কাবু করল না।
Krishnopokkho,সে ক্রুদ্ধ ভঙ্গিতে তাকিয়ে রইল।
Krishnopokkho,"অরু বলল, আচ্ছা ঠিক আছে তুমি মিনিট দশেক অপেক্ষা কর।"
Krishnopokkho,তোমাকে ভাল নোট দেব।
Krishnopokkho,রিকশার সিটে বসে আরাম করে চা খাও।
Krishnopokkho,ফ্লাক্সে করে এক ছেলে ঘুরে ঘুরে চা বিক্রি করছে।
Krishnopokkho,"অরু তাকে ডেকে বলল, তুমি এই রিকশাওয়ালাকে এক কাপ চা দাও।"
Krishnopokkho,রিকশাওয়ালা খানিকটা হকচকিয়ে গেল।
Krishnopokkho,এই জাতীয় পরিস্থিতির মুখোমুখি সে এর আগে হয় নি।
Krishnopokkho,অরু ঘড়ি দেখল - চারটা সাত ।
Krishnopokkho,"কাটায় কাটায় চারটার সময় তার আসার কথা, সে তাই এসেছে।"
Krishnopokkho,মুহিবের খোঁজ নেই।
Krishnopokkho,সে মনে হয় আজও দেরি করবে।
Krishnopokkho,আজকের দিনটিতেও সে কি সময় মত আসবে না ?
Krishnopokkho,কুড়ি একুশ বছরের একটি মেয়ের জন্যে একা একা অপেক্ষা করা যে কি যন্ত্রনা তা ক'জন জানে ?
Krishnopokkho,"সেজেগুজে একা দাড়িয়ে থাকা মেয়ের দিকে সবাই খানিকটা কৌতুহল, খানিকটা করুণা এবং খানিকটা তাচ্ছিল্য নিয়ে তাকায়।"
Krishnopokkho,বুড়োরা এমন ভঙ্গি করে যেন দেশ রসাতলে যাচ্ছে।
Krishnopokkho,সংসদ ভবনের এই রাস্তাটা এখন বলতে গেলে বুড়োদের দখলে।
Krishnopokkho,সকাল বিকাল এদের দেখা যায় হাঁটাহাঁটি করছে ।
Krishnopokkho,স্বাস্থ্য রক্ষা।
Krishnopokkho,যে করেই হোক আরো কিছুদিন বাঁচতে হবে।
Krishnopokkho,সমাজের অনাচার দেখে নাক সিঁটকাতে হবে।
Krishnopokkho,কিছুতেই মরা চলবে না ।
Krishnopokkho,রিকশাওয়ালা চা খেতে খেতে তীক্ষ্ণ দৃষ্টিতে অরুকে দেখছে।
Krishnopokkho,এও এক যন্ত্রনা।
Krishnopokkho,একজন কেউ তাকিয়ে থাকলে কিছুতেই স্বাভাবিক হওয়া যায় না।
Krishnopokkho,অরু আবার ঘড়ি দেখল - মাত্র পাঁচ মিনিট পার হয়েছে ।
Krishnopokkho,সময় কি পুরোপুরি থেমে আছে ?
Krishnopokkho,না ঘড়ি বন্ধ ?
Krishnopokkho,মুহিবকে এতক্ষণে দেখা গেল।
Krishnopokkho,লম্বা লম্বা পা ফেলে ছুটতে ছুটতে আসছে ।
Krishnopokkho,কোন দিকে তাকাচ্ছে না।
Krishnopokkho,"অরু ডাকল, এ্যাই।"
Krishnopokkho,মুহিব থমকে দাঁড়াল।
Krishnopokkho,যেদিক থেকে শব্দ এসেছে সেদিকে না তাকিয়ে অন্য দিকে তাকাচ্ছে।
Krishnopokkho,কি যে অদ্ভূত কাণ্ডকারখানা !
Krishnopokkho,রাগে অরুর গা জ্বলে যাচ্ছে।
Krishnopokkho,আজকের দিনে সে এমন বিশ্রী পোশাক পরে এল কি করে ?
Krishnopokkho,কে বলেছে তাকে পাঞ্জাবী পরতে ?
Krishnopokkho,কটকটে হলুদ রঙের সিল্কের পাঞ্জাবীতে তাকে যে কি বিশ্রী দেখাচ্ছে তা বোধহয় সে নিজেও জানে না।
Krishnopokkho,আয়না দিয়ে নিশ্চয়ই নিজেকে দেখেনি।
Krishnopokkho,"অরু গলা উচিয়ে ডাকল, এ্যাই এ্যাই ।"
Krishnopokkho,মুহিব তাকাল ।
Krishnopokkho,এবং হেসে ফেলল।
Krishnopokkho,সেই হাসি এত সুন্দর যে অরু তার দেরি করে আসার অপরাধ অর্ধেক ক্ষমা করে দিল।
Krishnopokkho,কটকটে হলুদ পাজ্ঞাবী পরার অপরাধ অবশ্যি এখনো ক্ষমা করা যাচ্ছে না ।
Krishnopokkho,ভেবে রেখেছিলাম আজ অন্তত এক ঘণ্টা আগে উপস্থিত হব।
Krishnopokkho,"গাড়ি যোগাড় করতে গিয়ে ...'

“কে তোমাকে গাড়ি যোগাড় করতে বলেছে ‘কেউ বলেনি।"
Krishnopokkho,"ভাবলাম ....
“কোথায় তোমার গাড়ি ?"
Krishnopokkho,খুব দূর না ।
Krishnopokkho,আসাদ গেট পেট্রল পাম্প।
Krishnopokkho,' 'ভাংতি টাকা আছে তোমার কাছে ?
Krishnopokkho,* ‘আছে।
Krishnopokkho,"'
‘দেখি আমাকে দশটা টাকা দাও।"
Krishnopokkho,আর ঐ চাওয়ালা ছেলেটাকে এক কাপ চায়ের দাম দাও।
Krishnopokkho,"'
অরু টাকা নিয়ে রিকশাওয়ালার দিকে এগিয়ে গেল।"
Krishnopokkho,"হাসিমুখে বলল, এই নাও দশ টাকা ।"
Krishnopokkho,আট টাকা রিকশা ভাড়া।
Krishnopokkho,দু'টাকা ওয়েটিং চার্জ ।
Krishnopokkho,তার ইচ্ছা ছিল কিছু কঠিন কথা রিকশাওয়ালাকে বলে।
Krishnopokkho,বলা হল না।
Krishnopokkho,আজ একটা শুভ দিন।
Krishnopokkho,আজ তাদের বিয়ে।
Krishnopokkho,এই দিনে কঠিন কথা বলা সম্ভব না।
Krishnopokkho,তার একুশ বছর জীবনের অনেক কথাই সে পরবর্তী সময়ে মনে করতে পারবে না।
Krishnopokkho,কিন্তু আজকের দিনের সব কথা মনে থাকবে।
Krishnopokkho,কি দরকার আজ ঝগড়া করার ?
Krishnopokkho,বরং রিকশাওয়ালার নাম জিজ্ঞেস করা যাক।
Krishnopokkho,এই রিকশায় করেই না হয় কাজি অফিসে যাওয়া যাবে।
Krishnopokkho,যে রিকশায় করে তারা বিয়ে করতে গেল সেই রিকশায়ালার নাম জানা রইল।
Krishnopokkho,এটা মন্দ কি?
Krishnopokkho,"*
‘আমারে জিগান ?"
Krishnopokkho,"*
'হ্যাঁ।"
Krishnopokkho,"'
“আমার নাম সুরুজ মিয়া।"
Krishnopokkho,"'
‘সুরুজ মিয়া, আমরা খিলগাঁও কাজি অফিসে যাব।"
Krishnopokkho,আজ আমাদের বিয়ে।
Krishnopokkho,"তুমি কি নিয়ে যাবে আমাদের
রিকশাওয়ালা হ্যাঁ না কিছুই বলছে না।"
Krishnopokkho,মনে হচ্ছে সে গভীর সমস্যায় পড়ে গেছে।
Krishnopokkho,আপনি চিন্তা করে একটা ডিসিশানে আসুন।
Krishnopokkho,বেশি সময় নেবেন না।
Krishnopokkho,আমরা দেরি করতে পারবনা ।
Krishnopokkho,অরু মুহিবের দিকে এগিয়ে গেল।
Krishnopokkho,মুহিব সিগারেটের দোকান থেকে সিগারেট কিনছে।
Krishnopokkho,সে কখনো একটার বেশি কিনে না।
Krishnopokkho,আজ এক প্যাকেট কিনে ফেলল।
Krishnopokkho,"সিগারেট ধরাতে ধরাতে বলল, অরু, তুমি কি তোমাদের বাড়ির কাউকে বিয়ের ব্যাপরে কিছু বলেছ ?"
Krishnopokkho,"অরু বলল, না।"
Krishnopokkho,তবে রাত দশটা নাগাদ সবাই জেনে যাবে।
Krishnopokkho,একটা চিঠি লিখে খামের মুখ বন্ধ করে বড় আপার টেবিলে রেখে এসেছি।
Krishnopokkho,আপা বিয়েবাড়িতে গেছে।
Krishnopokkho,দশটা নাগাদ ফিরবে।
Krishnopokkho,তারপর হৈ চৈ বেধে যাবে।
Krishnopokkho,বাবার স্ট্রোক না হলেই হয় ।
Krishnopokkho,*তিস লাইনে তো খুব কাব্যিক ল্যাংগুয়েজ হয় না।
Krishnopokkho,তবু যথাসাধ্য চেষ্টা করেছি ।
Krishnopokkho,—‘না।
Krishnopokkho,শুধু লিখলাম - একটি বেকার এবং আপাতদৃষ্টিতে অপদার্থ যুবককে বিয়ে করছি।
Krishnopokkho,আমার মনে হচ্ছে না আমি কোন অপরাধ করছি ।
Krishnopokkho,"তার পরেও ক্ষমা প্রার্থনা করছি - আপা, তুমি বাবা-মা'কে শান্ত করবে এবং বুঝিয়ে বলবে।"
Krishnopokkho,"'মুহিব শুকনো গলায় বলল, তোমার বাবা-মা'র রিএ্যকশান কি হবে ?"
Krishnopokkho,তাদের কোন মেয়েতো এর আগে কাউকে কিছু না জানিয়ে বিয়ে করে নি।
Krishnopokkho,এই প্রথম এবং এই শেষ।
Krishnopokkho,চল রওনা হওয়া যাক ।
Krishnopokkho,—তারা রিকশায় উঠল।
Krishnopokkho,"মুহিব বলল, হুড তুলে দেব ?"
Krishnopokkho,'না।
Krishnopokkho,'‘খারাপ লাগছে অরু ?
